loan_id,owner_id,owner_type,kredi_turu,tutar_tl,vade_ay,aylik_faiz_yuzde,baslangic_tarihi,durum,temerrut_flag
L004138,C03194,customer,Taşıt Kredisi,9009.28,24,3.11,2019-05-26,Kapalı,False
L004139,C03195,customer,KOBİ Kredisi,53609.96,36,2.93,2020-10-28,Kapalı,False
L004140,C03195,customer,Taşıt Kredisi,17178.95,12,3.38,2026-03-15,Aktif,False
L004141,C03196,customer,Kredi Kartı,13034.86,120,4.53,2025-04-25,Aktif,False
L004142,C03197,customer,İhtiyaç Kredisi,32237.43,12,4.59,2019-12-03,Kapalı,False
L004143,C03198,customer,KOBİ Kredisi,64032.95,84,4.54,2020-01-04,Aktif,False
L004144,C03198,customer,İşletme Kredisi,29641.59,84,4.8,2024-02-18,Aktif,False
L004145,C03199,customer,İşletme Kredisi,23725.59,120,3.01,2025-08-12,Aktif,False
L004146,C03199,customer,KOBİ Kredisi,100474.06,120,4.69,2024-11-17,Aktif,False
L004147,C03200,customer,Taşıt Kredisi,10674.75,84,4.15,2023-04-05,Aktif,False
L004148,C03200,customer,Konut Kredisi,7564.35,12,3.65,2023-11-11,Kapalı,False
L004149,C03202,customer,Kredi Kartı,11857.93,60,3.72,2025-07-06,Aktif,False
L004150,C03203,customer,İhtiyaç Kredisi,87023.04,120,4.3,2021-05-31,Aktif,False
L004151,C03203,customer,İhtiyaç Kredisi,123130.45,24,2.86,2024-01-26,Kapalı,False
L004152,C03204,customer,Taşıt Kredisi,47751.88,12,4.59,2022-12-22,Kapalı,False
L004153,C03205,customer,KOBİ Kredisi,11930.59,6,3.12,2025-10-21,Kapalı,False
L004154,C03205,customer,KOBİ Kredisi,24616.68,36,3.06,2020-03-23,Kapalı,False
L004155,C03206,customer,Konut Kredisi,388047.39,24,2.79,2025-03-19,Aktif,False
L004156,C03207,customer,Taşıt Kredisi,22110.29,84,3.99,2024-06-22,Aktif,False
L004157,C03207,customer,Kredi Kartı,31412.1,12,4.01,2024-01-07,Kapalı,False
L004158,C03208,customer,Konut Kredisi,27748.16,48,3.19,2025-01-28,Aktif,False
L004159,C03208,customer,Kredi Kartı,29806.4,12,3.72,2020-06-08,Kapalı,False
L004160,C03209,customer,Kredi Kartı,5365.89,84,4.18,2024-09-29,Aktif,False
L004161,C03211,customer,Taşıt Kredisi,179685.85,120,3.64,2019-02-21,Aktif,False
L004162,C03211,customer,Konut Kredisi,17496.65,120,4.85,2024-06-05,Aktif,False
L004163,C03212,customer,Kredi Kartı,16707.43,60,4.47,2024-11-25,Aktif,False
L004164,C03213,customer,İşletme Kredisi,182079.82,24,4.42,2024-07-10,Kapalı,False
L004165,C03213,customer,Kredi Kartı,24090.44,24,4.28,2023-01-04,Kapalı,False
L004166,C03214,customer,Kredi Kartı,5974.69,12,2.77,2025-08-17,Kapalı,False
L004167,C03215,customer,İşletme Kredisi,28105.01,36,4.16,2023-09-16,Aktif,False
L004168,C03216,customer,Konut Kredisi,33178.4,24,4.38,2020-04-26,Kapalı,False
L004169,C03217,customer,Kredi Kartı,2743.87,24,4.56,2023-05-20,Kapalı,True
L004170,C03217,customer,Kredi Kartı,90282.31,12,4.83,2020-07-07,Kapalı,False
L004171,C03217,customer,KOBİ Kredisi,33429.28,60,4.4,2023-03-27,Aktif,False
L004172,C03218,customer,Konut Kredisi,9602.05,36,3.48,2025-10-21,Aktif,False
L004173,C03219,customer,İşletme Kredisi,11514.92,36,4.88,2024-07-03,Aktif,False
L004174,C03219,customer,Kredi Kartı,7383.5,120,4.03,2021-07-24,Aktif,False
L004175,C03220,customer,Taşıt Kredisi,46336.3,84,4.52,2022-06-11,Aktif,False
L004176,C03220,customer,Taşıt Kredisi,80730.42,84,3.19,2026-05-29,Aktif,False
L004177,C03221,customer,KOBİ Kredisi,155245.95,120,2.9,2021-05-17,Aktif,True
L004178,C03222,customer,Konut Kredisi,98442.97,24,3.19,2021-04-07,Kapalı,False
L004179,C03223,customer,Kredi Kartı,12897.55,48,2.59,2021-09-07,Kapalı,False
L004180,C03224,customer,KOBİ Kredisi,9626.16,12,4.5,2023-07-22,Kapalı,False
L004181,C03225,customer,KOBİ Kredisi,12265.97,84,3.03,2021-11-28,Aktif,False
L004182,C03225,customer,Kredi Kartı,11118.13,48,3.34,2024-11-07,Aktif,False
L004183,C03226,customer,Kredi Kartı,87770.13,60,3.9,2023-04-22,Aktif,False
L004184,C03226,customer,İhtiyaç Kredisi,49380.58,36,3.12,2019-11-23,Kapalı,False
L004185,C03227,customer,KOBİ Kredisi,41867.64,6,2.68,2020-09-20,Kapalı,False
L004186,C03228,customer,Taşıt Kredisi,47678.48,48,2.61,2022-09-28,Aktif,False
L004187,C03228,customer,Kredi Kartı,23344.65,60,3.64,2023-08-10,Aktif,True
L004188,C03229,customer,İşletme Kredisi,10508.42,6,4.13,2019-11-08,Kapalı,False
L004189,C03229,customer,İhtiyaç Kredisi,17393.7,84,3.19,2025-03-21,Aktif,False
L004190,C03230,customer,KOBİ Kredisi,15488.92,60,3.19,2025-08-28,Aktif,False
L004191,C03231,customer,Konut Kredisi,51301.21,6,3.63,2021-04-15,Kapalı,False
L004192,C03231,customer,Kredi Kartı,16354.74,24,3.28,2023-10-28,Kapalı,False
L004193,C03232,customer,Konut Kredisi,31218.63,6,2.52,2022-10-05,Aktif,False
L004194,C03233,customer,Konut Kredisi,172125.46,36,2.66,2020-09-22,Aktif,False
L004195,C03233,customer,İhtiyaç Kredisi,32772.98,24,3.71,2024-05-27,Kapalı,False
L004196,C03235,customer,Kredi Kartı,125786.99,24,4.37,2022-03-06,Aktif,False
L004197,C03236,customer,Kredi Kartı,3117.03,36,2.64,2024-01-26,Aktif,False
L004198,C03236,customer,İşletme Kredisi,41272.32,48,4.14,2022-12-31,Aktif,False
L004199,C03237,customer,Kredi Kartı,31525.54,6,3.67,2020-08-13,Kapalı,True
L004200,C03239,customer,Kredi Kartı,17581.38,12,4.18,2019-06-26,Kapalı,False
L004201,C03241,customer,İhtiyaç Kredisi,15152.33,6,4.32,2023-08-18,Kapalı,False
L004202,C03241,customer,Konut Kredisi,20674.81,84,3.76,2024-07-21,Aktif,False
L004203,C03242,customer,Kredi Kartı,19740.42,24,4.09,2022-03-21,Kapalı,False
L004204,C03243,customer,KOBİ Kredisi,25317.71,48,4.21,2020-02-12,Kapalı,False
L004205,C03244,customer,Kredi Kartı,84709.18,60,4.01,2019-03-11,Kapalı,False
L004206,C03245,customer,KOBİ Kredisi,48645.63,48,3.44,2022-06-08,Kapalı,False
L004207,C03246,customer,İşletme Kredisi,54551.6,24,3.09,2020-01-28,Kapalı,False
L004208,C03247,customer,İşletme Kredisi,57327.79,84,3.91,2022-06-26,Aktif,False
L004209,C03247,customer,Konut Kredisi,18547.68,6,3.42,2022-03-03,Kapalı,False
L004210,C03248,customer,Konut Kredisi,26464.84,60,2.72,2019-11-21,Kapalı,True
L004211,C03249,customer,KOBİ Kredisi,146603.58,6,2.61,2019-07-26,Kapalı,False
L004212,C03250,customer,Taşıt Kredisi,298269.96,84,4.73,2022-09-17,Aktif,False
L004213,C03250,customer,KOBİ Kredisi,14074.95,120,3.0,2025-09-08,Aktif,False
L004214,C03250,customer,KOBİ Kredisi,36123.48,84,2.94,2020-07-04,Aktif,False
L004215,C03251,customer,Konut Kredisi,52067.41,12,3.81,2024-03-13,Kapalı,False
L004216,C03253,customer,İhtiyaç Kredisi,10043.02,48,2.95,2024-11-11,Aktif,False
L004217,C03253,customer,İhtiyaç Kredisi,16723.59,84,3.31,2023-01-16,Aktif,False
L004218,C03255,customer,Kredi Kartı,78085.82,84,3.97,2020-02-28,Aktif,False
L004219,C03255,customer,İşletme Kredisi,11257.51,24,4.18,2026-05-14,Aktif,False
L004220,C03255,customer,İhtiyaç Kredisi,22768.06,12,3.18,2025-07-14,Kapalı,False
L004221,C03256,customer,İşletme Kredisi,10302.48,120,2.67,2023-01-24,Aktif,False
L004222,C03256,customer,İhtiyaç Kredisi,11428.8,24,4.83,2020-12-12,Kapalı,False
L004223,C03256,customer,KOBİ Kredisi,14628.11,6,2.55,2021-10-23,Kapalı,False
L004224,C03258,customer,İhtiyaç Kredisi,100333.53,84,3.69,2025-05-02,Aktif,False
L004225,C03259,customer,İhtiyaç Kredisi,112497.39,36,3.41,2025-10-04,Aktif,False
L004226,C03260,customer,İhtiyaç Kredisi,42137.58,6,4.42,2024-09-09,Aktif,False
L004227,C03261,customer,Kredi Kartı,70870.99,36,4.74,2022-07-24,Kapalı,False
L004228,C03262,customer,KOBİ Kredisi,12320.16,12,2.83,2022-02-27,Kapalı,True
L004229,C03262,customer,Taşıt Kredisi,10867.19,12,4.81,2025-09-05,Aktif,True
L004230,C03263,customer,Taşıt Kredisi,27093.03,12,2.97,2020-09-08,Kapalı,False
L004231,C03264,customer,Konut Kredisi,25868.63,36,4.46,2022-10-04,Kapalı,False
L004232,C03264,customer,Konut Kredisi,9407.63,12,3.87,2020-11-05,Aktif,False
L004233,C03265,customer,Kredi Kartı,33172.41,24,3.76,2026-05-15,Aktif,True
L004234,C03266,customer,İşletme Kredisi,22275.71,60,3.4,2023-05-25,Aktif,False
L004235,C03266,customer,İhtiyaç Kredisi,40995.69,6,3.29,2020-09-15,Kapalı,False
L004236,C03267,customer,Konut Kredisi,27685.96,12,2.91,2019-10-14,Kapalı,False
L004237,C03267,customer,Kredi Kartı,35732.48,24,4.53,2019-04-29,Kapalı,True
L004238,C03268,customer,KOBİ Kredisi,18425.78,12,2.88,2022-10-05,Kapalı,False
L004239,C03268,customer,Kredi Kartı,35714.25,24,3.19,2024-03-14,Aktif,False
L004240,C03269,customer,Kredi Kartı,22499.8,12,3.19,2026-03-29,Aktif,False
L004241,C03269,customer,İhtiyaç Kredisi,16613.77,48,3.6,2023-01-05,Aktif,False
L004242,C03270,customer,İşletme Kredisi,15374.05,120,3.28,2023-07-23,Aktif,False
L004243,C03271,customer,KOBİ Kredisi,51957.31,6,4.16,2025-12-07,Kapalı,False
L004244,C03272,customer,İşletme Kredisi,397040.94,60,4.65,2020-10-01,Kapalı,False
L004245,C03273,customer,İhtiyaç Kredisi,34498.04,60,4.15,2022-04-16,Aktif,False
L004246,C03274,customer,KOBİ Kredisi,204018.02,48,2.86,2020-01-20,Aktif,False
L004247,C03275,customer,İşletme Kredisi,20445.95,12,3.68,2020-03-08,Kapalı,False
L004248,C03275,customer,Konut Kredisi,5426.5,48,3.65,2025-04-06,Aktif,False
L004249,C03276,customer,Taşıt Kredisi,15114.49,84,2.96,2023-09-30,Aktif,False
L004250,C03278,customer,Taşıt Kredisi,143144.76,60,3.26,2023-02-14,Aktif,False
L004251,C03278,customer,İşletme Kredisi,14951.36,60,3.92,2025-04-27,Aktif,False
L004252,C03279,customer,Kredi Kartı,7159.57,120,4.05,2022-09-10,Aktif,False
L004253,C03279,customer,Taşıt Kredisi,18840.3,84,4.03,2022-11-20,Aktif,False
L004254,C03280,customer,KOBİ Kredisi,42622.77,6,3.82,2019-08-21,Kapalı,False
L004255,C03281,customer,Kredi Kartı,16260.23,48,4.49,2022-03-08,Aktif,False
L004256,C03282,customer,Taşıt Kredisi,7192.38,6,3.54,2025-01-25,Kapalı,False
L004257,C03283,customer,İhtiyaç Kredisi,160497.93,84,4.48,2020-12-30,Aktif,False
L004258,C03283,customer,Taşıt Kredisi,27794.6,60,2.99,2026-02-24,Aktif,False
L004259,C03284,customer,Taşıt Kredisi,59599.62,84,2.64,2020-01-17,Aktif,False
L004260,C03285,customer,İhtiyaç Kredisi,60596.89,6,3.46,2019-01-30,Kapalı,False
L004261,C03286,customer,Kredi Kartı,56722.84,24,4.89,2020-05-23,Kapalı,False
L004262,C03286,customer,İşletme Kredisi,23462.46,84,4.37,2025-11-23,Aktif,False
L004263,C03287,customer,KOBİ Kredisi,13983.45,6,3.88,2019-07-21,Kapalı,False
L004264,C03287,customer,Kredi Kartı,22847.91,60,3.37,2024-01-06,Aktif,False
L004265,C03288,customer,Konut Kredisi,18528.93,60,4.31,2022-09-15,Aktif,False
L004266,C03289,customer,Kredi Kartı,184449.11,36,2.86,2025-06-14,Aktif,False
L004267,C03290,customer,KOBİ Kredisi,16760.64,84,4.73,2022-06-18,Aktif,False
L004268,C03291,customer,Kredi Kartı,7472.7,12,3.11,2022-03-01,Kapalı,False
L004269,C03292,customer,Konut Kredisi,4008.6,6,2.69,2025-07-01,Kapalı,False
L004270,C03293,customer,İşletme Kredisi,122124.47,6,2.74,2025-07-30,Kapalı,False
L004271,C03294,customer,İhtiyaç Kredisi,1861.13,60,2.66,2023-03-21,Aktif,True
L004272,C03295,customer,Taşıt Kredisi,517462.14,24,3.54,2023-05-16,Kapalı,False
L004273,C03296,customer,Taşıt Kredisi,140715.01,60,2.54,2020-02-03,Kapalı,False
L004274,C03297,customer,Taşıt Kredisi,120805.68,6,3.07,2024-09-16,Kapalı,True
L004275,C03298,customer,Taşıt Kredisi,121780.31,6,4.28,2020-10-26,Kapalı,False
L004276,C03298,customer,KOBİ Kredisi,42183.42,84,4.55,2026-06-14,Aktif,False
L004277,C03299,customer,KOBİ Kredisi,74165.01,120,3.07,2019-01-22,Aktif,False
L004278,C03300,customer,Konut Kredisi,16736.74,12,2.97,2019-08-20,Kapalı,False
L004279,C03301,customer,İşletme Kredisi,6956.41,12,4.16,2019-02-01,Kapalı,False
L004280,C03301,customer,İşletme Kredisi,17435.56,84,3.09,2024-07-22,Aktif,False
L004281,C03302,customer,Konut Kredisi,114311.92,60,3.33,2022-12-09,Aktif,False
L004282,C03302,customer,Kredi Kartı,8406.5,120,4.44,2019-05-28,Aktif,False
L004283,C03303,customer,Konut Kredisi,43895.51,36,2.74,2022-03-05,Kapalı,False
L004284,C03303,customer,İhtiyaç Kredisi,40314.41,6,4.72,2019-08-05,Kapalı,False
L004285,C03304,customer,Konut Kredisi,39793.53,120,2.98,2026-01-07,Aktif,False
L004286,C03305,customer,İşletme Kredisi,58903.11,36,2.72,2026-04-26,Aktif,False
L004287,C03306,customer,Kredi Kartı,8872.73,48,4.85,2025-08-24,Aktif,False
L004288,C03306,customer,Taşıt Kredisi,20133.9,120,4.66,2022-03-10,Aktif,False
L004289,C03307,customer,İhtiyaç Kredisi,52557.07,84,4.07,2021-05-02,Aktif,False
L004290,C03307,customer,İşletme Kredisi,73676.75,60,2.75,2021-05-04,Kapalı,False
L004291,C03308,customer,Kredi Kartı,37657.25,24,4.73,2024-09-08,Aktif,False
L004292,C03308,customer,Taşıt Kredisi,45121.15,84,3.83,2025-07-13,Aktif,False
L004293,C03309,customer,Taşıt Kredisi,25888.02,48,4.04,2026-07-24,Aktif,False
L004294,C03310,customer,İhtiyaç Kredisi,44436.19,60,4.03,2020-07-14,Kapalı,False
L004295,C03311,customer,İhtiyaç Kredisi,35342.74,84,3.22,2022-12-19,Aktif,False
L004296,C03311,customer,KOBİ Kredisi,278040.17,48,4.05,2021-05-16,Kapalı,False
L004297,C03312,customer,İhtiyaç Kredisi,39267.64,60,3.9,2022-04-23,Aktif,False
L004298,C03312,customer,Kredi Kartı,30829.37,84,3.61,2025-05-23,Aktif,False
L004299,C03313,customer,İhtiyaç Kredisi,18399.84,48,3.62,2024-09-25,Aktif,False
L004300,C03313,customer,İşletme Kredisi,9085.97,24,3.22,2024-02-12,Kapalı,False
L004301,C03314,customer,Taşıt Kredisi,80142.98,36,2.94,2019-06-01,Kapalı,False
L004302,C03315,customer,Taşıt Kredisi,14663.72,24,2.66,2022-02-14,Aktif,False
L004303,C03316,customer,KOBİ Kredisi,72573.47,120,4.47,2020-04-29,Aktif,False
L004304,C03317,customer,Kredi Kartı,36389.64,36,2.83,2023-10-24,Aktif,False
L004305,C03318,customer,Taşıt Kredisi,27117.66,12,2.6,2024-06-03,Kapalı,False
L004306,C03319,customer,İhtiyaç Kredisi,27487.78,12,3.67,2022-11-02,Kapalı,False
L004307,C03320,customer,İşletme Kredisi,37106.4,24,3.97,2023-11-11,Kapalı,False
L004308,C03321,customer,KOBİ Kredisi,102085.59,6,3.11,2025-06-24,Kapalı,True
L004309,C03322,customer,Taşıt Kredisi,11554.17,60,3.71,2023-01-30,Aktif,False
L004310,C03323,customer,İhtiyaç Kredisi,111412.99,6,2.86,2021-09-12,Kapalı,False
L004311,C03323,customer,KOBİ Kredisi,3442.76,84,4.19,2021-03-07,Aktif,False
L004312,C03325,customer,Konut Kredisi,49680.95,12,2.75,2020-07-30,Kapalı,False
L004313,C03325,customer,KOBİ Kredisi,30694.11,60,4.04,2023-04-01,Aktif,False
L004314,C03326,customer,Konut Kredisi,20838.81,60,3.75,2021-10-17,Aktif,False
L004315,C03326,customer,Kredi Kartı,170696.04,120,3.28,2019-05-28,Aktif,False
L004316,C03328,customer,Konut Kredisi,35170.71,24,3.07,2020-07-13,Kapalı,False
L004317,C03329,customer,Konut Kredisi,6147.97,12,3.84,2023-11-16,Kapalı,False
L004318,C03330,customer,Taşıt Kredisi,18804.36,12,3.62,2025-12-10,Aktif,False
L004319,C03330,customer,Konut Kredisi,8787.41,48,3.51,2020-06-26,Kapalı,False
L004320,C03331,customer,İhtiyaç Kredisi,27351.49,48,3.34,2022-09-19,Aktif,False
L004321,C03332,customer,İhtiyaç Kredisi,166387.2,36,2.95,2020-07-19,Kapalı,False
L004322,C03332,customer,Konut Kredisi,41458.29,48,4.07,2023-11-10,Aktif,False
L004323,C03333,customer,Taşıt Kredisi,11404.26,60,2.77,2023-02-23,Aktif,False
L004324,C03333,customer,Taşıt Kredisi,16361.05,120,4.13,2019-10-31,Aktif,False
L004325,C03334,customer,Taşıt Kredisi,63864.3,6,4.06,2024-04-10,Kapalı,True
L004326,C03335,customer,İhtiyaç Kredisi,40092.2,48,3.88,2026-07-24,Aktif,False
L004327,C03336,customer,Taşıt Kredisi,7345.55,120,4.73,2024-09-12,Aktif,False
L004328,C03337,customer,Taşıt Kredisi,8773.94,48,2.82,2022-08-16,Kapalı,False
L004329,C03337,customer,Taşıt Kredisi,3692.42,12,4.85,2026-01-14,Aktif,False
L004330,C03338,customer,İhtiyaç Kredisi,20699.26,48,3.27,2019-02-18,Aktif,False
L004331,C03338,customer,İhtiyaç Kredisi,83562.32,36,3.65,2023-09-29,Aktif,False
L004332,C03338,customer,KOBİ Kredisi,4984.31,6,3.01,2019-09-29,Kapalı,True
L004333,C03339,customer,Konut Kredisi,90302.29,12,3.42,2024-12-23,Aktif,False
L004334,C03339,customer,KOBİ Kredisi,7283.24,48,4.18,2021-11-26,Kapalı,False
L004335,C03340,customer,Konut Kredisi,177567.48,48,3.61,2021-10-20,Kapalı,False
L004336,C03340,customer,Kredi Kartı,29179.68,24,2.78,2020-06-04,Kapalı,False
L004337,C03341,customer,Konut Kredisi,11091.38,24,2.72,2021-06-26,Kapalı,False
L004338,C03342,customer,Kredi Kartı,110460.64,48,4.14,2026-02-06,Aktif,False
L004339,C03342,customer,İhtiyaç Kredisi,5415.8,36,2.86,2024-08-24,Aktif,False
L004340,C03343,customer,Taşıt Kredisi,19866.67,48,4.62,2024-05-25,Aktif,False
L004341,C03344,customer,Konut Kredisi,45199.19,60,4.03,2021-01-20,Kapalı,False
L004342,C03345,customer,Konut Kredisi,29061.16,36,4.22,2024-04-21,Aktif,False
L004343,C03346,customer,Konut Kredisi,73484.61,24,3.74,2020-10-07,Kapalı,False
L004344,C03346,customer,İhtiyaç Kredisi,34358.65,84,4.49,2022-03-25,Aktif,False
L004345,C03347,customer,Taşıt Kredisi,327182.49,60,3.96,2020-05-14,Kapalı,False
L004346,C03347,customer,Kredi Kartı,27711.02,84,4.38,2020-07-04,Aktif,False
L004347,C03347,customer,Konut Kredisi,63414.41,60,4.18,2021-07-26,Kapalı,False
L004348,C03348,customer,Konut Kredisi,54448.61,60,2.6,2025-01-26,Aktif,False
L004349,C03348,customer,İşletme Kredisi,98590.67,12,4.74,2026-02-18,Aktif,False
L004350,C03349,customer,İhtiyaç Kredisi,21235.21,36,3.89,2022-01-01,Kapalı,False
L004351,C03350,customer,Konut Kredisi,51582.18,48,2.54,2025-12-01,Aktif,False
L004352,C03350,customer,İşletme Kredisi,107146.18,60,4.24,2021-05-16,Kapalı,False
L004353,C03351,customer,İhtiyaç Kredisi,67967.79,12,3.53,2019-10-15,Kapalı,True
L004354,C03351,customer,İşletme Kredisi,58512.93,36,4.89,2020-08-16,Kapalı,False
L004355,C03352,customer,Taşıt Kredisi,53943.19,12,4.68,2023-10-15,Kapalı,False
L004356,C03352,customer,Kredi Kartı,30517.81,120,4.45,2023-09-15,Aktif,False
L004357,C03353,customer,İhtiyaç Kredisi,3523.64,120,3.1,2021-04-27,Aktif,False
L004358,C03354,customer,İhtiyaç Kredisi,37108.89,6,3.89,2020-08-29,Kapalı,False
L004359,C03355,customer,İşletme Kredisi,29945.36,36,3.76,2021-06-13,Aktif,False
L004360,C03356,customer,Konut Kredisi,59306.05,24,2.64,2026-04-28,Aktif,False
L004361,C03357,customer,İhtiyaç Kredisi,78967.72,6,3.96,2023-12-26,Kapalı,False
L004362,C03357,customer,İşletme Kredisi,6746.24,120,3.9,2019-11-06,Aktif,False
L004363,C03358,customer,Konut Kredisi,15142.29,48,3.76,2024-11-11,Aktif,False
L004364,C03359,customer,Konut Kredisi,11677.97,36,3.54,2025-03-27,Aktif,False
L004365,C03359,customer,İhtiyaç Kredisi,11384.7,84,2.8,2023-08-03,Aktif,False
L004366,C03360,customer,İşletme Kredisi,167487.19,12,3.0,2022-07-12,Kapalı,False
L004367,C03360,customer,KOBİ Kredisi,3851.41,24,4.74,2020-08-21,Aktif,False
L004368,C03361,customer,Taşıt Kredisi,29449.29,36,3.51,2023-04-26,Kapalı,False
L004369,C03362,customer,Konut Kredisi,80275.75,48,3.26,2025-05-13,Aktif,False
L004370,C03362,customer,KOBİ Kredisi,6832.45,60,2.77,2025-04-25,Aktif,False
L004371,C03362,customer,Taşıt Kredisi,54870.14,6,3.59,2023-01-25,Kapalı,False
L004372,C03363,customer,Konut Kredisi,33473.44,6,3.96,2024-03-29,Aktif,False
L004373,C03364,customer,KOBİ Kredisi,6432.65,12,3.41,2023-08-02,Kapalı,False
L004374,C03365,customer,Kredi Kartı,53266.49,6,4.57,2024-05-23,Aktif,False
L004375,C03366,customer,İşletme Kredisi,7928.58,24,3.11,2023-02-01,Kapalı,False
L004376,C03367,customer,İhtiyaç Kredisi,47862.84,84,4.33,2023-09-08,Aktif,False
L004377,C03368,customer,Taşıt Kredisi,51564.7,60,2.83,2019-05-18,Kapalı,True
L004378,C03369,customer,İhtiyaç Kredisi,20712.81,6,4.16,2025-03-02,Kapalı,False
L004379,C03369,customer,İşletme Kredisi,40686.1,24,4.25,2020-06-17,Kapalı,False
L004380,C03370,customer,Konut Kredisi,32232.47,60,3.35,2025-08-24,Aktif,False
L004381,C03371,customer,İhtiyaç Kredisi,33112.48,120,4.25,2024-10-06,Aktif,False
L004382,C03372,customer,İşletme Kredisi,17270.44,120,3.83,2024-08-30,Aktif,False
L004383,C03372,customer,KOBİ Kredisi,10472.56,36,4.29,2022-01-23,Kapalı,False
L004384,C03373,customer,İşletme Kredisi,79010.57,84,4.67,2024-05-17,Aktif,False
L004385,C03374,customer,KOBİ Kredisi,26546.51,120,4.36,2024-02-10,Aktif,False
L004386,C03375,customer,Kredi Kartı,3647.19,36,3.01,2024-05-23,Aktif,False
L004387,C03375,customer,Taşıt Kredisi,17327.43,120,3.66,2025-05-05,Aktif,False
L004388,C03376,customer,KOBİ Kredisi,12107.17,24,3.53,2025-03-25,Aktif,False
L004389,C03377,customer,Taşıt Kredisi,50312.23,84,3.13,2023-12-21,Aktif,False
L004390,C03377,customer,Kredi Kartı,24304.02,48,4.01,2023-07-14,Aktif,False
L004391,C03378,customer,İhtiyaç Kredisi,14040.5,12,3.38,2021-02-02,Kapalı,False
L004392,C03379,customer,İşletme Kredisi,5386.22,24,3.65,2020-12-15,Kapalı,False
L004393,C03380,customer,İşletme Kredisi,21989.54,120,3.51,2019-05-30,Aktif,False
L004394,C03381,customer,Taşıt Kredisi,7372.99,48,2.81,2019-07-19,Kapalı,False
L004395,C03382,customer,İşletme Kredisi,36035.24,60,2.71,2021-08-06,Kapalı,False
L004396,C03383,customer,Konut Kredisi,30848.58,120,2.62,2024-06-30,Aktif,False
L004397,C03384,customer,Kredi Kartı,7091.27,48,4.41,2022-10-19,Aktif,False
L004398,C03385,customer,İşletme Kredisi,146745.05,48,4.87,2020-05-12,Kapalı,False
L004399,C03385,customer,İşletme Kredisi,22312.04,6,3.83,2025-01-27,Kapalı,False
L004400,C03386,customer,İşletme Kredisi,40656.18,6,3.09,2025-07-28,Kapalı,False
L004401,C03387,customer,KOBİ Kredisi,72930.36,84,4.83,2022-03-13,Aktif,False
L004402,C03388,customer,İşletme Kredisi,5698.16,12,3.78,2024-05-02,Kapalı,False
L004403,C03390,customer,Konut Kredisi,7609.48,24,3.58,2022-10-06,Kapalı,False
L004404,C03390,customer,İhtiyaç Kredisi,31172.93,24,4.89,2022-12-09,Kapalı,False
L004405,C03391,customer,İhtiyaç Kredisi,15094.57,6,3.93,2021-02-27,Kapalı,False
L004406,C03393,customer,KOBİ Kredisi,18981.52,36,4.71,2024-05-02,Aktif,False
L004407,C03393,customer,İhtiyaç Kredisi,10965.21,24,3.87,2024-04-10,Aktif,False
L004408,C03394,customer,Taşıt Kredisi,30631.72,36,3.79,2020-06-29,Aktif,False
L004409,C03394,customer,Kredi Kartı,34925.9,60,3.16,2024-08-13,Aktif,False
L004410,C03395,customer,Kredi Kartı,37118.49,84,2.52,2021-05-02,Aktif,False
L004411,C03396,customer,Kredi Kartı,150079.67,24,4.26,2024-09-23,Aktif,False
L004412,C03397,customer,İşletme Kredisi,9361.96,84,4.27,2024-03-21,Aktif,False
L004413,C03397,customer,Taşıt Kredisi,73422.69,84,3.82,2019-04-03,Kapalı,False
L004414,C03398,customer,İşletme Kredisi,8624.58,36,2.5,2021-09-15,Kapalı,False
L004415,C03399,customer,Kredi Kartı,22449.36,12,3.55,2023-12-03,Kapalı,False
L004416,C03400,customer,KOBİ Kredisi,38999.61,6,2.83,2025-08-15,Kapalı,False
L004417,C03401,customer,İhtiyaç Kredisi,60744.03,6,3.28,2026-07-25,Aktif,False
L004418,C03402,customer,Kredi Kartı,29859.82,60,3.85,2019-10-22,Kapalı,False
L004419,C03403,customer,İşletme Kredisi,21490.91,12,3.68,2022-02-02,Kapalı,False
L004420,C03404,customer,Taşıt Kredisi,57221.17,6,4.38,2024-01-04,Kapalı,False
L004421,C03405,customer,İşletme Kredisi,16498.22,84,4.75,2021-04-16,Aktif,False
L004422,C03406,customer,KOBİ Kredisi,19163.83,48,2.56,2023-05-12,Aktif,False
L004423,C03406,customer,İhtiyaç Kredisi,37967.22,120,3.75,2025-02-24,Aktif,False
L004424,C03408,customer,İhtiyaç Kredisi,91358.28,24,2.98,2024-01-24,Kapalı,False
L004425,C03408,customer,İşletme Kredisi,12289.61,12,2.88,2024-04-13,Kapalı,False
L004426,C03409,customer,Konut Kredisi,11014.96,24,3.18,2021-06-21,Aktif,False
L004427,C03410,customer,Kredi Kartı,133536.65,24,3.03,2024-05-30,Kapalı,False
L004428,C03410,customer,Konut Kredisi,184843.86,12,3.48,2024-11-07,Aktif,False
L004429,C03410,customer,KOBİ Kredisi,37668.97,24,3.29,2021-08-31,Kapalı,False
L004430,C03411,customer,Kredi Kartı,16612.28,36,3.39,2020-03-26,Kapalı,False
L004431,C03411,customer,İhtiyaç Kredisi,30832.02,6,2.71,2021-08-19,Kapalı,False
L004432,C03412,customer,Kredi Kartı,40939.74,48,4.68,2026-03-13,Aktif,False
L004433,C03414,customer,İhtiyaç Kredisi,29651.99,48,4.14,2020-05-02,Kapalı,False
