company_id,firma_unvani,mersis_no,sektor,sehir,kurulus_tarihi,sermaye_tl,calisan_sayisi,kkb_firma_skoru
F00474,Ege Kimya Ltd. Şti.,1386919399815404,Finans ve Sigorta,Ankara,2001-08-14,385615.83,5,1477
F00475,Bereket Sistem A.Ş.,6665569434058841,Kimya,İstanbul,2008-12-12,135100.7,10,1707
F00476,Aydın Otomotiv A.Ş.,0868306877492493,Tekstil,İstanbul,2010-03-01,729293.29,4,992
F00477,Doğuş Yapı Ltd. Şti.,7656548797256268,Lojistik,İstanbul,2010-07-15,170707.91,13,1202
F00478,Umut Tarım A.Ş.,9674654992629460,Sağlık,Bursa,2017-12-07,842986.89,19,1521
F00479,Zirve Yapı A.Ş.,7656633400486437,Sağlık,Bursa,2011-06-22,66623.14,43,553
F00480,Kıvılcım Holding Ltd. Şti.,1334910503507223,Sağlık,Konya,2008-05-06,671628.74,34,1270
F00481,Nokta Holding Ltd. Şti.,3181030252617905,Finans ve Sigorta,İzmir,2002-04-22,1088380.36,12,1418
F00482,Çınar Makine Ltd. Şti.,2770872449121845,İnşaat,Gaziantep,2010-05-15,389836.1,325,1731
F00483,Umut Lojistik A.Ş.,6510075677386783,Metal ve Makine,İstanbul,1996-10-09,580267.41,5,1443
F00484,Doğuş Lojistik Ltd. Şti.,7947480382910549,İnşaat,İstanbul,2000-05-20,109706.46,30,1370
F00485,Toros Yazılım Ltd. Şti.,6029082453000010,Metal ve Makine,İstanbul,2014-05-18,77887.92,14,1145
F00486,Sahil Teknoloji A.Ş.,5906447172649069,İnşaat,Ankara,2019-05-27,316898.83,5,1336
F00487,Çınar Danışmanlık Ltd. Şti.,2231400080021239,Lojistik,İzmir,2023-11-25,612630.25,12,1282
F00488,Toprak Danışmanlık A.Ş.,6129486103778579,Tekstil,Bursa,2008-08-11,335576.04,27,1067
F00489,Cevher İnşaat Ltd. Şti.,4798246125556670,Finans ve Sigorta,İzmir,2019-11-03,357439.63,50,1572
F00490,Pusula Turizm A.Ş.,5374586782156496,Perakende Ticaret,Gaziantep,2005-01-31,285937.79,25,1535
F00491,Bahar Tekstil Ltd. Şti.,8856919623132312,Gıda ve İçecek,İstanbul,1996-10-18,614744.01,1,843
F00492,Vadi Yazılım Ltd. Şti.,0458809790346163,Tarım,Adana,1998-08-22,810423.37,2,1430
F00493,Bumerang Makine Ltd. Şti.,2984955449858917,Metal ve Makine,Adana,2010-08-15,182179.07,4,1414
F00494,Erguvan Teknoloji A.Ş.,4169073701146346,Kimya,Eskişehir,1999-10-01,334749.19,111,1212
F00495,Doğuş Endüstri Ltd. Şti.,5404914739465408,İnşaat,Denizli,2007-07-16,1308145.62,19,1129
F00496,Sahil Endüstri A.Ş.,2376627418675648,Enerji,Bursa,2017-07-10,646398.27,23,1410
F00497,Umut Teknoloji Ltd. Şti.,7298457952814251,Kimya,Samsun,1997-09-07,359663.77,7,1152
F00498,Anka Ticaret Ltd. Şti.,7210233351458402,Perakende Ticaret,Eskişehir,2003-08-06,618706.56,10,1375
F00499,Umut Gıda Ltd. Şti.,8840896210611826,Lojistik,İstanbul,2015-08-25,365055.16,17,971
F00500,Bereket Endüstri Ltd. Şti.,0176273106264969,Tarım,Konya,1996-03-18,1104471.28,15,1339
F00501,Umut Grup Ltd. Şti.,6341493756217028,Eğitim,Ankara,2011-05-25,431028.98,17,1630
F00502,Toros Yazılım A.Ş.,4163526869111558,Kimya,İzmir,2014-09-03,484940.77,27,1805
F00503,Ege Yazılım A.Ş.,5008387558642272,Tarım,İstanbul,2004-04-02,709266.77,11,1063
F00504,Damla Danışmanlık Ltd. Şti.,4272372320435512,Lojistik,İzmir,2003-02-10,1680459.33,10,1258
F00505,Aydın Turizm A.Ş.,4578598635108013,Bilişim ve Yazılım,Gaziantep,2015-07-10,39719.62,18,1444
F00506,Umut Sistem Ltd. Şti.,0708692874419397,Metal ve Makine,Adana,2010-11-21,50684.41,21,1250
F00507,Deniz Tarım A.Ş.,2362665265599451,Gıda ve İçecek,Samsun,2008-04-22,5174982.46,7,1269
F00508,Aydın Danışmanlık Ltd. Şti.,5737673687817748,İnşaat,Adana,2014-03-04,102513.13,48,1216
F00509,Ege Tekstil A.Ş.,1169152894148772,Enerji,İstanbul,2001-06-12,120884.94,27,985
F00510,Çınar Turizm A.Ş.,0520100181714663,Bilişim ve Yazılım,Ankara,2012-06-20,533717.31,79,1569
F00511,Bereket İnşaat Ltd. Şti.,4716329268177524,Metal ve Makine,Konya,2018-08-04,541277.92,32,1900
F00512,Berrak Turizm A.Ş.,0104128696386378,İnşaat,İstanbul,2003-05-24,1015491.57,20,1599
F00513,Nokta Turizm Ltd. Şti.,2930515265342248,İnşaat,İstanbul,2017-04-13,101262.51,29,1026
F00514,Kaptan Enerji Ltd. Şti.,9750916696865470,Sağlık,İstanbul,2000-11-02,179203.15,1,1430
F00515,Yıldız Grup Ltd. Şti.,0175893296571288,Tekstil,Eskişehir,2001-10-05,132156.33,40,1517
F00516,Ege İnşaat Ltd. Şti.,1370109504069409,Turizm ve Konaklama,Konya,2022-12-25,924035.24,4,1549
F00517,Erguvan Endüstri A.Ş.,4646573639550328,Gıda ve İçecek,İzmir,2000-06-17,2720814.87,28,1637
F00518,Mavera Sistem Ltd. Şti.,6114351713925730,Otomotiv,Denizli,2006-02-16,323371.61,7,1628
F00519,Yörünge Gıda A.Ş.,4369625248973205,Finans ve Sigorta,Antalya,2006-08-18,51190.48,8,868
F00520,Meridyen Turizm Ltd. Şti.,4690384692042558,Sağlık,İstanbul,2013-10-25,123744.96,25,1551
F00521,Anka Lojistik Ltd. Şti.,5817365189940424,Perakende Ticaret,Bursa,2016-03-15,283794.33,15,834
F00522,Anka Ticaret Ltd. Şti.,3714657879297423,Bilişim ve Yazılım,İzmir,2012-06-13,178114.43,6,1202
F00523,Yörünge Danışmanlık A.Ş.,9120745571271730,Bilişim ve Yazılım,İzmir,2001-04-28,518936.34,5,1218
F00524,Cevher Yazılım Ltd. Şti.,8260909289846154,Finans ve Sigorta,Samsun,1995-01-14,27017.06,10,1073
F00525,Doğuş Sistem Ltd. Şti.,8880400490228002,Sağlık,Bursa,2006-12-22,292764.33,5,1431
F00526,Doğuş Otomotiv A.Ş.,3466835748987787,Lojistik,İstanbul,2016-11-24,228855.4,71,1549
F00527,Meridyen Metal Ltd. Şti.,1177324320175447,Eğitim,Adana,2011-10-22,35468.43,3,1326
F00528,Bahar Lojistik A.Ş.,2288589150482960,İnşaat,Adana,2002-09-19,96487.36,1,1642
F00529,Erguvan Turizm Ltd. Şti.,4708619630358584,Lojistik,Kayseri,2017-12-10,592583.11,22,1217
F00530,Sahil Tarım Ltd. Şti.,9897334442903069,Bilişim ve Yazılım,Kayseri,2008-11-28,429528.96,6,1461
F00531,Mavera Otomotiv Ltd. Şti.,8903265555942214,Sağlık,Adana,2001-04-07,97475.71,61,928
F00532,Damla Teknoloji Ltd. Şti.,8184664603438452,Bilişim ve Yazılım,Gaziantep,2019-11-07,1040812.5,13,1253
F00533,Zirve Teknoloji A.Ş.,0698288118203535,Lojistik,Ankara,1998-12-08,322449.95,28,1810
F00534,Kıvılcım Turizm A.Ş.,5101693753998157,Metal ve Makine,İstanbul,2000-12-26,378683.99,5,1416
F00535,Nokta Tarım Ltd. Şti.,9486287577424519,Bilişim ve Yazılım,Ankara,2005-11-01,1979733.03,51,1672
F00536,Deniz Sistem A.Ş.,7942466495389248,Metal ve Makine,Kayseri,1997-01-22,643872.32,27,1747
F00537,Sahil Enerji Ltd. Şti.,4769081984076937,Sağlık,Antalya,2016-10-07,162382.24,3,1330
F00538,Yıldız Enerji Ltd. Şti.,1918300237139261,Eğitim,İstanbul,2000-09-15,109169.86,4,1093
F00539,Mavera Enerji A.Ş.,6935273360226395,Otomotiv,İzmir,2010-02-05,4130236.87,15,1508
F00540,Çınar Kimya A.Ş.,0851902096721059,İnşaat,Bursa,2007-09-25,69940.55,2,992
F00541,Bereket Kimya Ltd. Şti.,0920640523691846,Perakende Ticaret,İzmir,2015-11-20,1305393.58,18,1579
F00542,Pusula İnşaat Ltd. Şti.,0139339291343657,Bilişim ve Yazılım,Bursa,2010-11-27,604660.63,7,1816
F00543,Pusula Lojistik Ltd. Şti.,7893908822016796,Sağlık,Ankara,2000-09-20,133774.61,54,1532
F00544,Kıvılcım İnşaat Ltd. Şti.,1780188296193263,Finans ve Sigorta,İzmir,2003-02-12,37498.28,6,864
F00545,Aydın Lojistik A.Ş.,7091187873002238,Lojistik,Ankara,1998-12-05,964736.56,13,731
F00546,Umut Lojistik Ltd. Şti.,5217900618472158,Lojistik,İzmir,2008-01-06,405680.66,7,954
F00547,Rüzgar Yazılım Ltd. Şti.,1625300004615864,Finans ve Sigorta,İzmir,2015-01-03,1699360.26,14,1311
F00548,Yörünge Turizm Ltd. Şti.,1169622421236968,Lojistik,İzmir,2009-11-01,172928.37,2,918
F00549,Kıvılcım Metal A.Ş.,3443909378453759,Bilişim ve Yazılım,Ankara,1997-12-01,1102850.18,8,1406
F00550,Toprak Makine A.Ş.,4318756051837345,Perakende Ticaret,Ankara,2013-06-22,28317.53,3,1492
F00551,Bahar Gıda A.Ş.,4422930645241516,Enerji,İstanbul,2003-11-18,406558.43,77,1802
F00552,Bereket Otomotiv A.Ş.,6160769331244653,Kimya,Bursa,2023-08-21,208192.4,21,1305
F00553,Rüzgar Enerji Ltd. Şti.,7460941343662986,Enerji,Bursa,2019-06-25,2572248.05,42,1450
F00554,Meridyen Metal A.Ş.,8790353614137187,Gıda ve İçecek,Ankara,2008-11-15,334514.08,57,1573
F00555,Zirve Otomotiv Ltd. Şti.,9861972176228430,Enerji,İstanbul,2002-02-15,1490304.2,1,1448
F00556,Ege Tarım A.Ş.,5983557769961969,Sağlık,Mersin,2008-05-18,152210.8,77,1863
F00557,Erguvan Sistem Ltd. Şti.,0963822055621203,Tarım,Konya,2006-01-10,278206.63,62,1900
F00558,Mavera Holding A.Ş.,8672967668061903,Enerji,İstanbul,2007-01-06,291223.8,159,1390
F00559,Yıldız Endüstri A.Ş.,2010183720751102,Tekstil,Bursa,2011-06-19,211933.32,32,1293
F00560,Doruk Teknoloji A.Ş.,1308264635600159,Enerji,Konya,2014-02-16,294747.33,55,1405
F00561,Cevher Yazılım A.Ş.,8123297571937361,Otomotiv,Denizli,2015-10-07,41584.4,19,1191
F00562,Damla Grup Ltd. Şti.,0451020297089265,Finans ve Sigorta,İstanbul,1997-08-17,695091.15,27,1841
F00563,Deniz Tarım A.Ş.,0882202671411880,Tekstil,İstanbul,2004-03-11,728166.88,40,1199
F00564,Vadi Turizm Ltd. Şti.,1971361745149774,Enerji,İstanbul,2014-08-03,649777.42,96,1193
F00565,Doruk Yazılım A.Ş.,3587420162489282,Perakende Ticaret,Antalya,2021-10-25,1942938.59,7,1144
F00566,Umut Yapı Ltd. Şti.,7034702354407546,Kimya,İstanbul,2011-03-12,371691.87,27,1673
F00567,Bahar Makine A.Ş.,6368353704116927,Turizm ve Konaklama,Bursa,1995-04-24,93158.85,20,1122
F00568,Deniz Grup A.Ş.,1301824130853103,Perakende Ticaret,İstanbul,2020-05-01,52165.96,5,1174
F00569,Damla Kimya Ltd. Şti.,8746238445416197,Tarım,Kayseri,2016-01-16,476276.9,42,958
F00570,Çınar Sistem A.Ş.,3269561019929646,Metal ve Makine,İzmir,2015-02-02,395203.93,4,1498
F00571,Anka Holding Ltd. Şti.,1570010439497086,Finans ve Sigorta,Bursa,2013-08-31,135265.71,4,1549
F00572,Nokta Makine Ltd. Şti.,4846311635655573,Metal ve Makine,İzmir,2006-04-14,140699.98,9,734
F00573,Doruk Sistem A.Ş.,2778619082561657,Enerji,Ankara,2002-11-01,760100.92,30,1401
F00574,Bereket İnşaat A.Ş.,5273612074419439,Lojistik,İstanbul,2007-10-30,49994.13,45,1200
F00575,Kıvılcım Endüstri Ltd. Şti.,6014271613626394,Eğitim,Ankara,2005-07-11,162968.34,135,1188
F00576,Mavera Lojistik A.Ş.,1422377892890138,Turizm ve Konaklama,İstanbul,2018-09-10,607089.17,23,1445
F00577,Kaptan Otomotiv A.Ş.,7057163213119476,Bilişim ve Yazılım,İstanbul,2020-06-18,365931.19,19,1481
F00578,Yörünge Otomotiv A.Ş.,5891422968368380,Tarım,Ankara,2006-04-16,253441.88,61,1006
F00579,Nokta Yapı A.Ş.,8459809852790514,Lojistik,Ankara,2000-05-07,825383.92,30,1609
F00580,Kaptan Grup Ltd. Şti.,9379696047373862,Metal ve Makine,İzmir,2005-09-14,916830.02,12,839
F00581,Deniz Gıda A.Ş.,5496300743011071,Sağlık,Ankara,2008-11-19,247824.99,4,1090
F00582,Pusula Teknoloji A.Ş.,9458579521903076,Finans ve Sigorta,Ankara,1995-01-27,68414.38,8,1221
F00583,Cevher İnşaat Ltd. Şti.,7687481962222048,Perakende Ticaret,İstanbul,2011-09-07,19627.23,27,1900
F00584,Mavera Yapı Ltd. Şti.,5178775434488761,Finans ve Sigorta,İstanbul,2018-12-02,522751.2,10,1383
F00585,Kaptan Danışmanlık Ltd. Şti.,6658344703226102,Bilişim ve Yazılım,Kayseri,2010-04-02,168875.25,14,1388
F00586,Zirve Yazılım Ltd. Şti.,7857669406234904,Perakende Ticaret,Kayseri,2020-07-23,106387.86,72,953
F00587,Toprak Yapı Ltd. Şti.,1113695812503763,İnşaat,Ankara,2002-09-09,591350.8,12,1898
F00588,Aydın Kimya A.Ş.,4475048997384857,Tekstil,Adana,2010-02-02,390409.34,9,1325
F00589,Anka Lojistik A.Ş.,9978478068788561,Bilişim ve Yazılım,İstanbul,2001-12-09,280378.95,4,1079
F00590,Doğuş Lojistik A.Ş.,7328950025240205,Bilişim ve Yazılım,İstanbul,2014-03-16,37667.83,5,1428
F00591,Bereket Metal Ltd. Şti.,4385096647364377,Lojistik,İstanbul,2000-10-12,373320.49,1,1268
F00592,Nokta Gıda A.Ş.,3224055111336866,Turizm ve Konaklama,İstanbul,1997-09-02,498695.49,11,1137
F00593,Kervan Yapı Ltd. Şti.,0839288253253484,Metal ve Makine,Antalya,1999-08-05,170522.54,7,1208
F00594,Kervan Enerji A.Ş.,2957605949944424,Tarım,Konya,1995-09-18,324878.28,135,1176
F00595,Kıvılcım Turizm Ltd. Şti.,2602913823719165,Otomotiv,Ankara,2015-06-18,189102.24,12,1193
F00596,Toprak Grup A.Ş.,1268269363700301,Eğitim,Gaziantep,2005-07-17,898120.37,1,1150
F00597,Sahil Otomotiv A.Ş.,3972841994297216,Otomotiv,Kayseri,1995-08-21,660099.0,10,1153
F00598,Zirve Teknoloji A.Ş.,5058936177364715,Enerji,İzmir,2020-12-19,435753.69,33,1463
F00599,Rüzgar Sistem A.Ş.,5879369376075386,Kimya,Ankara,2018-10-22,111152.41,21,1279
F00600,Pusula Yazılım A.Ş.,2500331885432875,Otomotiv,İzmir,2008-05-23,609080.41,59,618
F00601,Çınar Turizm A.Ş.,1639767416301507,Sağlık,Ankara,2016-11-22,303207.97,2,1900
F00602,Kaptan Teknoloji Ltd. Şti.,2746106046873248,Enerji,İzmir,1998-06-10,160341.79,28,1389
F00603,Doruk Ticaret A.Ş.,8774830309390346,Tarım,Ankara,2007-12-12,110924.71,5,1875
F00604,Mavera Yapı Ltd. Şti.,4989547340531480,Tarım,İstanbul,2013-08-27,767989.9,94,1416
F00605,Umut Lojistik A.Ş.,2301345017947386,Otomotiv,Ankara,2009-12-28,368321.54,10,1313
F00606,Kıvılcım Ticaret Ltd. Şti.,5869704234073891,Turizm ve Konaklama,Ankara,2016-10-21,85299.54,14,1091
F00607,Anka Metal Ltd. Şti.,1014497139708829,Metal ve Makine,Antalya,2020-04-09,436306.31,15,1486
F00608,Çınar Turizm A.Ş.,8071014274362758,Bilişim ve Yazılım,İstanbul,2018-07-06,1694067.39,12,1627
F00609,Yıldız Teknoloji A.Ş.,8122171489271778,Finans ve Sigorta,İstanbul,2008-05-13,2562926.71,49,1745
F00610,Damla Gıda A.Ş.,9856487559965166,Turizm ve Konaklama,İstanbul,2019-12-23,191499.98,16,932
F00611,Bahar Lojistik A.Ş.,4709643376456193,İnşaat,İzmir,1999-08-15,464541.34,17,1335
F00612,Umut Enerji Ltd. Şti.,6766902336612771,Perakende Ticaret,Adana,2010-01-31,830608.85,4,1800
F00613,Sahil Tekstil Ltd. Şti.,0872355407732825,Otomotiv,İstanbul,2009-10-21,723561.74,12,1355
F00614,Aydın Sistem A.Ş.,5899015445274343,Tekstil,İzmir,2010-12-13,455282.02,61,1430
F00615,Damla Tarım A.Ş.,8667588955271887,Tekstil,Ankara,2002-06-21,314403.98,13,1900
F00616,Aydın Metal Ltd. Şti.,0895460780886577,Eğitim,İzmir,2016-07-17,178836.74,13,1839
F00617,Vadi Turizm A.Ş.,3017060353205594,Gıda ve İçecek,İstanbul,2001-05-09,315436.26,41,1126
F00618,Doğuş Makine A.Ş.,5591754842106275,Perakende Ticaret,Trabzon,2001-04-10,214095.66,59,1197
F00619,Mavera Danışmanlık A.Ş.,4160484281443346,Bilişim ve Yazılım,İstanbul,2011-11-02,227196.61,17,1103
F00620,Kervan Endüstri Ltd. Şti.,2455726755501209,Metal ve Makine,Gaziantep,2006-04-09,170213.51,15,1414
F00621,Doğuş Metal A.Ş.,3978655387386470,Eğitim,İstanbul,2013-12-12,1097326.39,62,1143
F00622,Toprak Teknoloji Ltd. Şti.,2533976728725952,Tarım,İstanbul,2021-01-05,303275.03,26,1854
F00623,Bumerang Holding Ltd. Şti.,4512029527161950,Turizm ve Konaklama,Konya,2020-10-06,591454.08,18,1527
F00624,Cevher Endüstri Ltd. Şti.,1501567572725444,Lojistik,Mersin,2021-12-19,563062.39,5,1457
F00625,Yörünge Lojistik Ltd. Şti.,8887802695526600,Tarım,İstanbul,1996-08-17,1335848.32,10,1438
F00626,Damla Holding A.Ş.,6887172101955128,Tekstil,İstanbul,2005-09-17,205506.29,1,1316
F00627,Mavera Teknoloji Ltd. Şti.,4484597856780199,Turizm ve Konaklama,Ankara,2016-01-29,373985.06,8,981
F00628,Toprak Turizm A.Ş.,2820451817493380,Lojistik,Samsun,2014-08-22,101857.79,28,1900
F00629,Berrak Metal Ltd. Şti.,9607347379288593,Sağlık,Adana,2007-08-23,1227728.99,3,1566
F00630,Toprak Tekstil Ltd. Şti.,9711742280424960,Sağlık,Ankara,2022-01-27,129381.59,7,1261
F00631,Kervan Grup A.Ş.,5205230739092732,Perakende Ticaret,İstanbul,2018-11-13,583426.43,35,1370
F00632,Rüzgar Holding A.Ş.,2681743383459115,Kimya,Kayseri,2004-04-07,245443.53,21,1570
F00633,Doruk Kimya A.Ş.,4367319565474718,Kimya,İstanbul,2004-02-01,978570.66,3,1316
F00634,Umut Grup Ltd. Şti.,6254815589717907,Perakende Ticaret,Denizli,2016-01-21,82882.0,12,1332
F00635,Meridyen Endüstri Ltd. Şti.,1258052305155922,Tekstil,İstanbul,2004-12-31,254887.0,6,953
F00636,Yörünge Makine A.Ş.,2954168095793185,Bilişim ve Yazılım,Adana,2005-06-02,26798.97,11,1270
F00637,Umut Gıda Ltd. Şti.,0484539240689101,İnşaat,Ankara,2001-03-31,127576.13,50,1070
F00638,Meridyen Sistem Ltd. Şti.,3963020531138509,Tekstil,Adana,2014-09-16,1275077.46,68,814
F00639,Kervan Teknoloji Ltd. Şti.,7620082878620763,Lojistik,İstanbul,2013-03-06,297039.26,9,526
F00640,Doruk Gıda Ltd. Şti.,3307536991837103,Otomotiv,İzmir,2011-11-02,54769.82,29,1900
F00641,Ege Metal A.Ş.,7713040126186978,Otomotiv,İstanbul,1996-08-19,724289.14,18,1393
F00642,Anka Endüstri Ltd. Şti.,3453498103892875,Lojistik,Ankara,2009-01-03,1708163.21,115,1223
F00643,Berrak Endüstri Ltd. Şti.,0096763160390442,Eğitim,Ankara,2006-05-28,29733.06,1,1706
F00644,Umut Tekstil Ltd. Şti.,7253281986271075,Tarım,Antalya,2004-12-22,254800.36,16,862
F00645,Nokta Lojistik A.Ş.,5861885184430307,İnşaat,Trabzon,2019-08-15,117183.01,10,1390
F00646,Ege Sistem A.Ş.,2622973712319552,Lojistik,İstanbul,2001-02-04,173086.85,4,1074
F00647,Bahar Tarım Ltd. Şti.,2551777020420568,Enerji,Bursa,2005-05-28,1013738.58,17,1583
F00648,Bumerang Endüstri Ltd. Şti.,9726863035941002,Turizm ve Konaklama,İstanbul,1997-02-05,99831.48,1,1081
F00649,Zirve Holding A.Ş.,6442707358695397,Metal ve Makine,İzmir,2020-09-04,103442.62,19,1900
F00650,Yörünge Tarım Ltd. Şti.,9423028410104551,Sağlık,Kayseri,2007-06-23,576472.33,207,1570
F00651,Rüzgar Holding Ltd. Şti.,0223416744194250,Kimya,Antalya,2000-12-15,134205.18,19,1900
F00652,Umut Tarım Ltd. Şti.,5418522326857226,Otomotiv,Denizli,1999-06-05,2007737.16,7,1475
F00653,Nokta Gıda Ltd. Şti.,0691654270066839,Sağlık,İstanbul,2005-10-12,55703.96,30,1866
F00654,Çınar İnşaat Ltd. Şti.,0790940383859237,Gıda ve İçecek,İstanbul,2016-12-15,280345.88,6,1508
F00655,Çınar Kimya A.Ş.,3285859572169362,Kimya,İstanbul,2003-12-31,424728.29,14,1453
F00656,Damla Lojistik A.Ş.,8574407951342271,Eğitim,İstanbul,2016-04-02,221638.66,36,1620
F00657,Rüzgar Metal Ltd. Şti.,9113418517814565,Enerji,Ankara,2009-11-19,90997.43,4,1233
F00658,Vadi Holding A.Ş.,6462739781707282,Lojistik,İzmir,2002-05-20,603511.78,15,1207
F00659,Yörünge Danışmanlık A.Ş.,4178278230727302,Sağlık,Mersin,2011-07-12,357778.89,9,1664
F00660,Ege Metal Ltd. Şti.,9076147156371972,Perakende Ticaret,Bursa,2000-07-08,387071.33,9,1469
F00661,Berrak Sistem A.Ş.,8376568483273945,Sağlık,Denizli,2016-10-10,1140016.01,7,1520
F00662,Kaptan Yapı A.Ş.,8397165764137064,Tarım,Samsun,2005-12-01,248324.99,20,1203
F00663,Toprak Lojistik Ltd. Şti.,3701943434949857,Lojistik,Adana,1995-11-25,302963.91,40,1118
F00664,Mavera Enerji Ltd. Şti.,0871617962519439,Enerji,İstanbul,1999-08-08,62171.65,3,958
F00665,Bereket Turizm Ltd. Şti.,2069533481483481,Perakende Ticaret,Antalya,2014-08-31,516512.94,3,1220
F00666,Kervan Endüstri Ltd. Şti.,6177083027840176,Otomotiv,Kayseri,2004-02-28,529727.62,20,1284
F00667,Sahil Metal Ltd. Şti.,9202626664522197,Otomotiv,Eskişehir,2014-05-18,331047.15,14,1332
F00668,Çınar Endüstri Ltd. Şti.,5095941274596338,Turizm ve Konaklama,İstanbul,2015-12-02,212794.42,125,1570
F00669,Deniz Endüstri Ltd. Şti.,0769091903472119,Bilişim ve Yazılım,Bursa,1999-12-11,4109105.85,8,1374
F00670,Mavera Lojistik Ltd. Şti.,5582406333475763,Sağlık,Mersin,2019-07-02,61985.87,5,1900
F00671,Doğuş Ticaret Ltd. Şti.,5281828836664619,Enerji,Ankara,2004-01-03,151109.84,91,1026
F00672,Pusula Tarım A.Ş.,3984311879706091,Otomotiv,İzmir,1999-01-01,84219.69,9,1380
F00673,Vadi İnşaat A.Ş.,6508692473696888,Tekstil,Eskişehir,1999-11-07,740733.37,21,1275
F00674,Kaptan Sistem A.Ş.,0083558369010270,İnşaat,Trabzon,2018-02-12,231735.66,9,1053
F00675,Ege Tekstil A.Ş.,3973676850112044,Eğitim,Ankara,2019-10-20,101036.87,37,851
F00676,Bereket Yapı A.Ş.,9899871177351708,Finans ve Sigorta,İstanbul,1995-12-28,1589761.51,9,1168
F00677,Rüzgar Kimya Ltd. Şti.,5838120873937873,Eğitim,İzmir,2017-11-04,605454.82,59,1735
F00678,Deniz Enerji A.Ş.,2530256363351798,Tarım,İstanbul,2017-12-24,466044.9,39,885
F00679,Bereket Makine A.Ş.,4127993010283874,Kimya,Ankara,2000-11-02,151143.71,5,1767
F00680,Meridyen Endüstri Ltd. Şti.,8228022821653555,İnşaat,İstanbul,2012-10-20,175988.54,31,1488
F00681,Nokta Tarım A.Ş.,1658941250139127,Otomotiv,Adana,2022-06-13,103928.91,7,1788
F00682,Bahar Danışmanlık A.Ş.,1998150409453913,Bilişim ve Yazılım,Konya,2010-06-13,114344.27,15,1165
F00683,Sahil Makine Ltd. Şti.,6298220712784644,Lojistik,Bursa,2007-11-04,189975.92,12,1165
F00684,Mavera Metal Ltd. Şti.,9246770600227810,Finans ve Sigorta,İstanbul,1997-03-29,93293.75,17,1146
F00685,Kaptan Danışmanlık Ltd. Şti.,6199135912374742,Enerji,İzmir,2019-07-03,110004.51,5,1376
F00686,Doruk Tekstil Ltd. Şti.,1095407128755528,Perakende Ticaret,İstanbul,2010-03-18,757721.97,60,1182
F00687,Bumerang Holding A.Ş.,3554485986131619,Enerji,Ankara,2007-10-20,2857169.11,4,1635
F00688,Cevher Metal Ltd. Şti.,5274460957249883,İnşaat,Adana,2013-04-09,121313.56,5,1104
F00689,Aydın Holding A.Ş.,7073426906445165,Bilişim ve Yazılım,Gaziantep,2023-08-02,253294.35,24,1600
F00690,Berrak Turizm Ltd. Şti.,7564404618107170,Finans ve Sigorta,İstanbul,2012-01-02,94998.51,5,1125
F00691,Mavera Metal A.Ş.,3333325706467905,Eğitim,İstanbul,2017-08-20,237401.99,10,1114
F00692,Nokta Ticaret Ltd. Şti.,9264668753366810,Tarım,Trabzon,2006-11-23,360975.03,129,1248
F00693,Deniz Holding Ltd. Şti.,1312929394664297,Enerji,İstanbul,2000-02-27,166564.35,23,1232
F00694,Cevher Danışmanlık Ltd. Şti.,0607552446615949,Turizm ve Konaklama,Trabzon,2010-01-07,560094.57,6,1877
F00695,Kaptan Kimya Ltd. Şti.,3747821890192235,Perakende Ticaret,Gaziantep,2021-10-01,392092.27,7,1223
F00696,Bereket Turizm A.Ş.,3993135784309776,Gıda ve İçecek,İstanbul,1997-04-06,152484.81,53,1019
F00697,Kervan Otomotiv Ltd. Şti.,8277906066666273,Tarım,Mersin,2005-01-17,128703.19,7,1395
F00698,Yörünge Otomotiv Ltd. Şti.,2803683920621970,Bilişim ve Yazılım,Antalya,2014-10-19,199143.18,3,1190
F00699,Toprak İnşaat Ltd. Şti.,8988039126781977,Lojistik,Trabzon,2012-06-10,240504.54,7,1606
F00700,Kervan Metal Ltd. Şti.,9461837346325700,Gıda ve İçecek,İstanbul,2023-04-22,737741.87,12,1469
F00701,Kervan Tarım A.Ş.,3718401278215184,Finans ve Sigorta,İstanbul,2021-05-14,24905.36,8,1701
F00702,Toros Grup Ltd. Şti.,0401602760577469,Otomotiv,Ankara,2006-03-15,168420.61,6,1900
F00703,Bereket Makine Ltd. Şti.,3155688171177622,Tekstil,Denizli,2021-11-30,1984713.06,21,1741
F00704,Sahil Ticaret Ltd. Şti.,1718544153722306,Eğitim,Eskişehir,2019-05-14,23189.88,6,1259
F00705,Toros Endüstri A.Ş.,9970594439306563,İnşaat,İstanbul,2006-01-03,206989.2,8,562
F00706,Doğuş Grup Ltd. Şti.,4492454879387272,Turizm ve Konaklama,İstanbul,1995-01-25,410293.11,23,1808
F00707,Sahil İnşaat Ltd. Şti.,7429581869119314,Eğitim,İstanbul,2008-06-21,112742.28,5,596
F00708,Zirve Otomotiv Ltd. Şti.,0912362146864529,Enerji,İzmir,2023-08-28,194284.04,33,1216
F00709,Yörünge Endüstri Ltd. Şti.,5607473366558556,Otomotiv,Eskişehir,2005-08-06,2835671.42,10,1444
F00710,Deniz Makine A.Ş.,7622979048332424,Enerji,İstanbul,2011-04-01,59909.27,17,806
F00711,Meridyen Kimya Ltd. Şti.,4387905553485911,Gıda ve İçecek,Bursa,2001-05-09,575542.15,27,1807
