company_id,yil,ciro_tl,net_kar_tl,toplam_borc_tl,ozkaynak_tl
F00620,2021,310134.14,43347.17,77338.77,184077.67
F00620,2022,275625.59,28633.29,214347.91,194488.14
F00620,2023,371847.69,84383.74,331416.26,200632.67
F00620,2024,417705.01,113988.01,131169.83,243939.79
F00620,2025,180984.8,34320.51,68790.79,196057.56
F00621,2021,3005177.84,248679.76,1569884.2,1264997.65
F00621,2022,3268863.5,580002.2,839947.61,1547668.4
F00621,2023,3239359.61,516156.26,2116764.96,1437861.51
F00621,2024,2307697.31,670160.33,551525.96,1523439.29
F00621,2025,2083423.64,133323.58,389093.41,1142001.69
F00622,2021,313971.73,38611.71,70812.29,328814.63
F00622,2022,369420.74,40087.55,166590.37,318205.65
F00622,2023,457787.8,69887.16,371599.46,345702.83
F00622,2024,330655.68,70735.3,143676.33,354908.7
F00622,2025,602508.29,139818.45,150734.04,365055.37
F00623,2021,1965490.27,306532.1,1156808.58,867535.16
F00623,2022,1663771.51,435502.59,634525.75,848070.07
F00623,2023,1680847.87,306363.93,1418059.28,862790.76
F00623,2024,2303218.87,185458.44,329121.51,666485.26
F00623,2025,2231868.05,279973.79,1540631.99,815951.61
F00624,2021,1835968.93,508114.57,818232.2,967976.19
F00624,2022,1872151.44,498699.57,1683052.78,858896.99
F00624,2023,1836084.98,466226.66,1450921.91,970415.21
F00624,2024,2573420.95,377747.46,2216104.55,736745.89
F00624,2025,2315728.42,678725.64,1007045.02,949224.4
F00625,2021,4493301.82,383520.27,978720.4,1709359.5
F00625,2022,4728886.34,628780.4,517171.61,1832237.47
F00625,2023,3478261.49,862933.62,622249.8,1823185.03
F00625,2024,6010873.83,612707.41,1114152.22,1862116.7
F00625,2025,4518419.29,1314242.72,1260915.37,2452468.19
F00626,2021,571288.85,118453.0,462478.7,318850.81
F00626,2022,566054.12,149716.17,312368.94,355095.8
F00626,2023,691978.59,8235.18,502020.05,210433.09
F00626,2024,733561.77,28865.27,173884.25,229833.07
F00626,2025,820612.28,31523.4,600699.33,226820.86
F00627,2021,1083518.12,237829.22,623161.44,521241.4
F00627,2022,1150207.69,251901.08,711131.79,566299.47
F00627,2023,1423635.49,180521.99,1083735.65,449546.1
F00627,2024,901445.25,217879.76,756468.57,524170.65
F00627,2025,1271443.65,99929.57,273618.89,404398.18
F00628,2021,167006.54,4576.08,92554.46,105117.69
F00628,2022,172252.77,32493.22,152130.33,133742.84
F00628,2023,189595.96,45640.71,152465.0,118774.24
F00628,2024,179154.36,30810.92,23535.96,130596.21
F00628,2025,265653.15,12201.32,67468.84,108362.16
F00629,2021,4150312.01,639370.94,1011309.82,1816336.59
F00629,2022,3477615.14,431370.51,1356267.04,1483353.46
F00629,2023,3077271.71,354171.39,3015837.63,1540632.39
F00629,2024,4183168.98,327179.21,3549721.22,1434108.06
F00629,2025,3640772.8,142954.32,2630216.79,1284226.86
F00630,2021,375820.73,29793.64,287351.32,138811.72
F00630,2022,401240.6,51376.06,296933.58,165169.71
F00630,2023,289600.98,62866.13,45162.45,172115.5
F00630,2024,206443.51,29128.17,123852.27,147133.94
F00630,2025,172250.37,30805.59,138306.3,148500.57
F00631,2021,1006626.19,276447.11,291108.7,762034.29
F00631,2022,1050553.29,221049.09,479652.13,694662.72
F00631,2023,1084541.85,90433.07,551147.67,665810.87
F00631,2024,1820279.72,76121.1,551488.1,631460.38
F00631,2025,1443248.94,88596.13,789769.68,625678.0
F00632,2021,559207.64,79139.16,347476.96,280316.79
F00632,2022,530662.5,80353.8,316118.18,317215.07
F00632,2023,571437.12,83929.92,465562.66,291679.92
F00632,2024,448757.55,53024.51,203113.66,274765.7
F00632,2025,247000.88,30121.3,62759.24,257395.01
F00633,2021,1264130.11,21052.72,982881.91,990674.17
F00633,2022,1424661.69,410109.58,1215504.4,1179462.06
F00633,2023,1190818.41,92558.39,476365.31,1043109.67
F00633,2024,2196532.06,159774.03,892706.6,1123659.47
F00633,2025,1630295.31,244533.42,1058002.36,1064080.71
F00634,2021,199939.76,40182.72,58732.49,108340.17
F00634,2022,225197.74,32128.88,47418.84,100344.82
F00634,2023,176390.31,16402.29,142233.85,88327.09
F00634,2024,250300.31,35423.9,112901.04,105975.32
F00634,2025,329746.24,54261.99,275576.09,119704.82
F00635,2021,253319.69,20354.55,132112.44,271549.74
F00635,2022,296863.67,84157.39,118727.88,316698.94
F00635,2023,368760.62,10158.45,215747.0,259971.38
F00635,2024,277529.11,21992.45,225196.1,270931.51
F00635,2025,462760.84,27267.62,135257.99,270678.02
F00636,2021,58171.79,14380.26,21321.27,35285.41
F00636,2022,56682.01,15965.31,21124.78,34654.75
F00636,2023,35691.16,3795.29,10305.75,28379.74
F00636,2024,62137.5,17959.26,50964.68,40822.12
F00636,2025,28192.14,5694.0,24244.86,30973.76
F00637,2021,311737.07,76423.92,74308.74,187272.18
F00637,2022,375637.21,78110.36,203948.73,205262.08
F00637,2023,322392.52,58914.04,136076.29,146594.18
F00637,2024,406664.19,94984.63,89103.51,203306.54
F00637,2025,583215.28,25142.63,533694.7,150414.34
F00638,2021,1441775.49,289815.81,287284.55,1494553.26
F00638,2022,1503999.85,383991.86,898280.21,1396454.44
F00638,2023,1324465.68,291521.61,1190424.33,1550842.1
F00638,2024,957335.63,41295.8,416471.51,1304135.4
F00638,2025,1375324.1,132961.06,506071.73,1321451.33
F00639,2021,572570.72,44702.12,77515.01,341368.84
F00639,2022,692089.67,188438.92,259681.73,431437.19
F00639,2023,599878.85,98059.25,216401.91,375338.92
F00639,2024,609005.58,109396.77,341485.38,404077.53
F00639,2025,850908.55,232180.68,302175.07,434908.19
F00640,2021,153271.66,9953.69,28120.76,63091.28
F00640,2022,170110.33,11989.47,147120.46,60965.0
F00640,2023,157871.25,35749.79,57099.59,73748.61
F00640,2024,231360.17,65333.44,60653.12,102292.76
F00640,2025,237532.66,24877.85,32603.86,70135.77
F00641,2021,940184.3,268656.17,596245.42,957790.43
F00641,2022,1057097.09,111821.63,264416.8,767851.65
F00641,2023,1599949.1,192137.88,1205654.11,853578.57
F00641,2024,1162567.98,226161.96,936245.71,794608.46
F00641,2025,1322624.59,302986.51,410538.2,836094.4
F00642,2021,5278554.29,1058786.68,2459038.13,2368841.43
F00642,2022,5412725.99,515486.62,3315567.59,2142016.31
F00642,2023,3497244.52,554848.61,1815840.26,1967575.96
F00642,2024,4943610.04,836438.73,2361512.32,2028448.46
F00642,2025,4157336.69,355034.04,1779306.82,1935828.4
F00643,2021,101458.27,27216.24,66389.32,42154.23
F00643,2022,113423.96,11304.96,70259.92,37126.65
F00643,2023,156253.57,15449.16,130084.17,44446.11
F00643,2024,179853.25,32245.76,53460.47,45521.9
F00643,2025,157182.4,13010.69,22844.28,41052.32
F00644,2021,725407.53,194731.9,240662.12,328163.59
F00644,2022,830964.26,130781.64,247153.22,295690.88
F00644,2023,810498.6,72471.23,578043.57,287419.54
F00644,2024,1248393.54,175700.93,456419.7,355822.32
F00644,2025,559593.89,90576.07,393191.01,307931.11
F00645,2021,368013.5,34999.17,57236.54,129324.65
F00645,2022,417322.72,80163.25,113306.35,189788.82
F00645,2023,520222.57,34100.85,382109.67,127436.15
F00645,2024,291972.41,30404.76,134851.46,126718.94
F00645,2025,571291.19,99830.72,386892.58,179860.23
F00646,2021,150852.78,37159.04,134885.36,188957.22
F00646,2022,160234.52,22815.41,61882.87,187924.17
F00646,2023,199796.89,17972.24,184134.57,189324.11
F00646,2024,281314.46,34684.29,130094.69,189321.48
F00646,2025,156066.85,38664.2,116966.94,202393.14
F00647,2021,1611027.6,452174.64,240302.07,1194712.83
F00647,2022,1716283.7,88418.72,1240458.98,1052749.53
F00647,2023,1866954.93,227207.21,1488370.93,1132274.94
F00647,2024,2512076.74,127347.94,1799916.58,1131415.28
F00647,2025,2235768.75,238195.31,427501.51,1187941.65
F00648,2021,161813.75,15475.47,127321.86,113759.55
F00648,2022,187462.5,25419.54,160889.07,112518.45
F00648,2023,216097.2,17100.25,105576.21,116799.66
F00648,2024,192293.16,49677.49,77778.7,118192.58
F00648,2025,199833.42,49198.11,106495.41,141383.36
F00649,2021,101590.61,5314.15,85042.12,106868.39
F00649,2022,116542.45,15614.93,43415.59,110806.6
F00649,2023,132952.22,23878.96,111173.42,126915.26
F00649,2024,95477.55,13643.96,50559.89,115826.82
F00649,2025,161979.69,21046.72,104188.56,115494.4
F00650,2021,1955847.85,359161.87,437446.41,821190.94
F00650,2022,1540593.26,263886.32,517546.36,693018.31
F00650,2023,1649595.88,100173.84,1029868.68,617739.86
F00650,2024,1596888.33,62489.57,720803.23,615802.16
F00650,2025,2538794.37,665097.38,1746774.79,915281.57
F00651,2021,421123.44,35706.86,137903.77,163934.68
F00651,2022,446822.57,119919.64,371248.2,200415.46
F00651,2023,260216.07,69873.77,210211.68,203231.14
F00651,2024,491337.63,86657.09,427035.33,184881.83
F00651,2025,188772.51,38610.85,169656.83,162706.24
F00652,2021,3449285.45,986931.61,899925.83,2317105.42
F00652,2022,3479377.82,323310.02,886040.53,2224238.31
F00652,2023,4504483.86,659316.45,505837.46,2373222.23
F00652,2024,4163931.24,849562.98,2236076.96,2567775.52
F00652,2025,3293622.77,294605.57,754012.26,2190768.46
F00653,2021,158311.54,12522.8,106228.04,62831.63
F00653,2022,193130.93,50262.58,74700.28,95334.34
F00653,2023,233004.38,48855.82,127917.99,70765.61
F00653,2024,189910.82,39375.77,146986.56,69555.71
F00653,2025,140107.32,24664.97,59673.28,65892.86
F00654,2021,423610.85,116662.91,59219.72,318769.57
F00654,2022,482914.79,27829.0,370073.67,295861.12
F00654,2023,667854.55,59686.45,324842.02,315147.34
F00654,2024,529864.32,117600.27,196556.53,382529.05
F00654,2025,847134.33,206483.85,149656.52,414078.18
F00655,2021,1103892.11,76429.51,505889.34,493970.39
F00655,2022,1232266.17,311672.2,514967.53,592413.41
F00655,2023,1337076.57,154548.14,836385.81,495423.41
F00655,2024,1381678.09,184178.56,231158.57,568767.88
F00655,2025,1274481.76,78764.1,536901.09,460531.62
F00656,2021,576950.94,39460.51,266915.54,237682.17
F00656,2022,665168.24,174698.69,581643.6,328076.78
F00656,2023,739991.23,128350.77,185034.91,328257.05
F00656,2024,578432.29,63004.58,176941.38,251173.68
F00656,2025,704717.89,50354.19,416422.34,239024.36
F00657,2021,253103.41,48342.27,151715.81,118084.67
F00657,2022,239231.36,12813.12,169056.07,100854.65
F00657,2023,242507.42,25267.57,76192.67,110738.33
F00657,2024,269227.53,66202.01,244327.39,115707.68
F00657,2025,441566.95,115471.0,314639.98,134561.16
F00658,2021,1311929.64,246097.43,147383.59,785553.22
F00658,2022,1249508.84,74062.13,557924.87,647045.38
F00658,2023,1196780.38,70898.32,681516.22,658000.94
F00658,2024,1454568.89,54540.01,1120042.01,655275.65
F00658,2025,947523.42,227258.55,248925.4,808149.19
F00659,2021,1088576.74,229631.47,748245.23,466623.78
F00659,2022,1226090.86,181501.24,380257.24,530937.72
F00659,2023,1123974.64,55590.07,598792.47,378029.22
F00659,2024,1830702.04,143525.26,1400083.62,464949.77
F00659,2025,1921148.83,88418.5,388376.91,389443.9
F00660,2021,440372.69,110402.19,93962.17,454615.0
F00660,2022,546475.57,40740.04,426798.76,421222.13
F00660,2023,453418.89,44595.23,233587.37,423126.06
F00660,2024,655016.23,107821.61,131597.82,487739.8
F00660,2025,665162.79,91084.24,176750.39,437916.58
F00661,2021,3591687.75,815529.52,2010371.33,1681920.49
F00661,2022,3150242.16,334709.05,2602200.9,1287013.6
F00661,2023,3783699.28,513872.96,1374054.82,1516418.41
F00661,2024,2510483.76,166928.71,295658.84,1256355.99
F00661,2025,2574513.23,137013.02,1285951.37,1258085.83
F00662,2021,818060.72,79058.94,152600.65,277793.73
F00662,2022,901612.95,152256.73,447308.41,388990.8
F00662,2023,1041020.04,279453.84,415282.32,507283.33
F00662,2024,1097435.02,107677.61,199265.41,327450.4
F00662,2025,926060.59,234472.27,665918.16,369871.64
F00663,2021,750044.56,114799.89,259001.27,343134.59
F00663,2022,692763.58,87787.27,125463.36,334674.99
F00663,2023,987253.56,266453.27,395738.4,407783.33
F00663,2024,1128442.45,186503.11,213157.58,459285.5
F00663,2025,1091419.93,52021.6,725275.08,320562.89
F00664,2021,142114.52,17698.92,106326.74,69716.89
F00664,2022,142252.6,24042.22,138448.44,69705.93
F00664,2023,176573.61,46405.09,31912.62,86753.52
F00664,2024,179063.36,17912.61,118635.74,77257.39
F00664,2025,110749.94,12461.98,74365.6,71618.26
F00665,2021,1242226.44,20768.42,890035.75,529199.45
F00665,2022,1228255.35,318923.84,527889.89,830108.85
F00665,2023,1222215.0,162584.28,1160495.93,666163.3
F00665,2024,1235570.83,265255.51,263052.59,756451.4
F00665,2025,1842826.21,279372.86,356039.07,718878.72
F00666,2021,949349.12,221154.93,635047.36,662545.42
F00666,2022,1005759.47,104363.87,199671.44,593883.03
F00666,2023,750257.36,75173.05,401951.17,570180.26
F00666,2024,715123.27,191612.73,193839.5,682907.89
F00666,2025,926825.35,185766.51,712629.05,648448.95
F00667,2021,974924.66,60507.65,627120.36,380941.54
F00667,2022,1175933.65,297082.43,400047.76,441849.34
F00667,2023,1034133.39,84881.22,886964.16,396536.82
F00667,2024,1853967.25,391125.04,1439858.57,541140.02
F00667,2025,2315035.45,177209.4,2053153.42,486830.32
F00668,2021,399024.88,52697.83,338945.42,242884.37
F00668,2022,322134.98,89335.55,221406.82,246752.99
F00668,2023,416986.65,72787.55,247909.09,275453.54
F00668,2024,266896.11,47077.08,197059.42,257183.37
F00668,2025,245565.57,28887.74,228338.87,234581.45
F00669,2021,13192409.99,1156003.61,7146017.0,4534199.57
F00669,2022,14262863.29,3257426.95,1805787.72,5318739.51
F00669,2023,16042926.94,4405267.99,3780162.89,5598493.12
F00669,2024,19508617.26,1366156.44,14627465.15,5384308.1
F00669,2025,30989902.24,7175905.62,20512585.6,10048425.88
F00670,2021,140484.18,18749.22,67982.36,78178.6
F00670,2022,143042.53,34396.76,78237.62,95111.46
F00670,2023,141831.19,13027.82,37488.73,66855.86
F00670,2024,186094.75,25447.57,141732.43,80926.09
F00670,2025,226892.81,49919.4,75791.83,103888.4
F00671,2021,167423.83,5174.77,32846.44,154869.82
F00671,2022,147306.13,43129.44,112809.11,179403.75
F00671,2023,111275.37,5482.88,58814.4,155583.58
F00671,2024,136911.42,33985.89,64684.98,168149.37
F00671,2025,108439.64,12981.76,19005.54,158612.13
F00672,2021,191679.18,9938.75,171343.44,93723.09
F00672,2022,226911.47,24487.32,29123.03,100710.65
F00672,2023,255119.8,47038.17,104047.37,116194.76
F00672,2024,353700.71,80268.86,148286.85,144996.18
F00672,2025,199750.7,13228.89,126412.98,91450.38
F00673,2021,2036906.33,570756.12,899093.69,1016492.59
F00673,2022,2215421.24,197683.86,1713604.19,890200.98
F00673,2023,2381248.3,421812.62,1529823.28,876465.23
F00673,2024,2762068.23,299030.84,2189980.83,991800.02
F00673,2025,1514186.38,338562.29,1120060.35,886076.95
F00674,2021,254627.72,67274.12,203869.51,274735.98
F00674,2022,216348.4,26700.78,36516.25,253317.5
F00674,2023,217549.82,63130.05,83496.41,283826.45
F00674,2024,145774.73,3305.35,128673.54,234527.91
F00674,2025,102985.25,19868.49,37655.79,239610.29
F00675,2021,353525.08,18934.94,76187.58,112940.69
F00675,2022,389223.49,89816.91,257839.76,133014.18
F00675,2023,345463.8,70842.92,227885.76,143756.78
F00675,2024,255980.65,37659.31,54203.78,133804.32
F00675,2025,403306.85,59451.02,158757.16,156959.97
F00676,2021,3995130.58,488182.92,805458.65,1775253.09
F00676,2022,4496437.72,986449.4,2836290.32,1910854.45
F00676,2023,4083495.68,960781.12,864480.18,2398212.89
F00676,2024,5129945.23,511663.68,558904.85,1845305.0
F00676,2025,3286189.03,350182.67,2314906.39,1848721.05
F00677,2021,1774308.68,500372.7,783766.43,907101.09
F00677,2022,1888847.4,366793.43,549208.81,776496.98
F00677,2023,1505890.71,156181.43,900605.02,715636.91
F00677,2024,1998181.98,393820.69,1428647.15,977779.56
F00677,2025,1869086.47,346631.79,430230.15,872186.65
F00678,2021,1075095.26,235649.01,591681.4,699169.32
F00678,2022,1337289.53,353042.23,500855.17,645771.45
F00678,2023,1772259.65,228398.9,1325794.83,562742.65
F00678,2024,2358116.12,668933.69,942939.3,673350.35
F00678,2025,1474409.76,45082.67,240028.4,484158.42
F00679,2021,498334.77,139905.28,362803.25,241369.83
F00679,2022,524024.15,104275.5,264224.52,222662.42
F00679,2023,717691.8,60230.82,512178.56,199961.31
F00679,2024,822911.61,90743.76,653736.43,213776.69
F00679,2025,758960.15,78656.45,176689.55,217519.23
F00680,2021,585623.12,165652.69,450737.11,290581.73
F00680,2022,614391.2,154803.26,496040.38,250163.36
F00680,2023,648684.84,81682.59,436484.34,203365.78
F00680,2024,716574.58,49680.17,371358.24,205111.19
F00680,2025,476574.08,15342.38,362376.91,188094.19
F00681,2021,342875.8,36997.7,307553.44,126091.65
F00681,2022,336270.07,92926.01,60112.31,165098.32
F00681,2023,285206.52,79737.86,248675.68,180955.06
F00681,2024,301710.93,23785.85,240777.16,118802.75
F00681,2025,254058.64,66983.74,54027.58,161391.13
F00682,2021,210155.93,39823.05,41832.08,135586.45
F00682,2022,252683.96,18397.56,31003.03,121670.06
F00682,2023,291175.85,59980.71,179036.12,155963.26
F00682,2024,316241.16,90117.65,267190.69,142702.37
F00682,2025,173143.4,40979.09,154928.15,128718.62
F00683,2021,600542.47,49177.4,466827.47,231999.38
F00683,2022,530682.46,28467.95,83586.92,205331.08
F00683,2023,542352.6,152419.59,305818.87,295384.45
F00683,2024,819142.44,103157.95,342431.47,277983.0
F00683,2025,415186.81,62608.83,59942.88,222899.78
F00684,2021,207661.78,15945.87,170309.07,101214.48
F00684,2022,245498.81,61252.55,127348.26,145869.55
F00684,2023,237107.41,69386.15,126134.95,155136.92
F00684,2024,198516.5,57907.34,148338.0,121494.21
F00684,2025,264057.15,72786.04,46816.06,146440.69
F00685,2021,252022.54,48213.08,165337.45,153563.21
F00685,2022,271064.15,80984.71,48694.71,158640.99
F00685,2023,305815.11,71452.85,245618.98,136942.92
F00685,2024,164705.55,7286.98,37813.35,114556.27
F00685,2025,199977.24,51726.47,121123.98,160415.63
F00686,2021,1952570.34,507454.51,1101275.15,1076718.13
F00686,2022,1893908.74,175984.19,368913.95,876151.12
F00686,2023,2441790.88,594627.74,760942.6,1211107.93
F00686,2024,2554737.53,563743.79,991029.71,1218829.86
F00686,2025,1574096.26,178582.32,357426.58,862713.61
F00687,2021,7598436.86,1338947.15,2763817.86,3353781.3
F00687,2022,6780211.26,1879852.13,6409590.93,4407809.22
F00687,2023,10428146.86,2689007.26,6382532.17,3820645.78
F00687,2024,5495378.55,876190.19,3730165.81,3159011.07
F00687,2025,7570910.24,2004423.01,3245279.79,4120470.72
F00688,2021,207608.11,41267.95,92305.27,146435.25
F00688,2022,214359.68,16938.41,49070.07,136556.86
F00688,2023,215656.82,19256.2,187962.66,139052.7
F00688,2024,244152.58,53750.46,154152.33,144360.37
F00688,2025,372034.72,34533.54,295928.84,142146.96
F00689,2021,583857.77,95568.86,296243.97,338627.26
F00689,2022,600442.4,90154.08,230620.95,308514.16
F00689,2023,474963.74,122327.14,292872.51,349206.23
F00689,2024,752107.44,129665.39,675267.58,309176.11
F00689,2025,569278.82,12219.44,348546.64,260829.58
F00690,2021,208158.95,35990.8,149436.48,129318.69
F00690,2022,223660.35,36213.97,200474.39,114823.31
F00690,2023,287751.2,33388.11,64260.24,123866.93
F00690,2024,287543.36,45980.9,176630.41,122004.9
F00690,2025,290994.46,42776.01,109829.44,120830.55
F00691,2021,259409.22,71809.78,189892.48,259931.43
F00691,2022,303362.75,31323.46,76741.17,249677.08
F00691,2023,271903.03,5945.87,191438.62,240487.28
F00691,2024,336220.38,39803.47,156724.95,256903.23
F00691,2025,266497.4,21458.63,216017.65,246933.3
F00692,2021,350576.71,75788.55,55659.75,407843.28
F00692,2022,302203.54,84996.08,189282.93,420536.4
F00692,2023,385599.94,83043.26,80458.57,406824.25
F00692,2024,388076.69,90155.25,117975.58,397335.48
F00692,2025,507327.01,14790.23,317810.8,367636.15
F00693,2021,477990.07,28242.09,169581.07,193100.31
F00693,2022,569472.68,83600.56,368823.1,215698.5
F00693,2023,597829.15,87457.4,214175.83,212565.8
F00693,2024,666736.95,21431.69,174177.44,178882.77
F00693,2025,876067.06,232645.55,784372.12,346794.16
F00694,2021,1825438.52,516211.57,838264.45,787900.63
F00694,2022,2280509.25,231516.95,457267.97,687826.73
F00694,2023,1857289.13,157499.87,871861.17,633183.94
F00694,2024,2727313.8,764268.49,900838.69,883160.76
F00694,2025,4705361.33,877126.06,2884314.23,1132032.83
F00695,2021,1011540.48,280392.5,257657.13,570977.27
F00695,2022,923919.21,164900.56,114050.47,514000.91
F00695,2023,1237394.46,354729.83,339580.4,577417.07
F00695,2024,810343.22,233939.73,150126.44,611696.94
F00695,2025,1257777.77,39792.74,568980.53,428515.49
F00696,2021,458164.38,53740.67,253503.8,189117.2
F00696,2022,526339.18,40594.73,460254.94,188218.05
F00696,2023,725770.05,119394.43,473555.83,223034.39
F00696,2024,619128.32,30536.16,510266.37,176228.32
F00696,2025,1114409.51,221876.88,498150.53,346563.04
F00697,2021,241284.47,45481.04,53977.5,153303.29
F00697,2022,255934.83,15256.46,116895.46,140861.41
F00697,2023,164601.31,14696.55,79111.97,140545.64
F00697,2024,222673.81,52289.58,170958.54,165333.28
F00697,2025,256747.98,70267.77,152066.77,164140.55
F00698,2021,622206.44,54256.89,124827.35,247988.23
F00698,2022,655947.98,154408.89,217398.04,324134.53
F00698,2023,759223.51,93457.56,465639.03,253496.52
F00698,2024,1018977.77,261781.8,897753.39,315623.95
F00698,2025,1675131.95,242481.24,1089277.35,315560.34
F00699,2021,336775.99,61131.94,152282.01,270437.31
F00699,2022,331758.63,9151.68,189090.54,248579.18
F00699,2023,279684.93,83754.76,144116.59,314105.18
F00699,2024,425253.17,53891.35,89935.4,293587.37
F00699,2025,419573.02,113818.2,180986.11,280384.14
F00700,2021,1423088.37,302166.3,727868.98,933829.72
F00700,2022,1558493.62,242008.47,215644.59,890688.01
F00700,2023,2232868.4,191995.51,736970.16,886423.15
F00700,2024,1666192.08,410509.82,1197727.82,921120.89
F00700,2025,3076757.9,595307.45,2170574.96,1024511.92
F00701,2021,63817.12,4589.14,50091.99,29110.86
F00701,2022,53360.53,4639.27,41018.04,27309.37
F00701,2023,59599.88,11072.69,26944.02,34789.87
F00701,2024,54822.21,11805.31,11200.54,34023.64
F00701,2025,33394.44,9446.25,21548.21,32330.14
F00702,2021,225265.28,24283.63,158469.18,182707.18
F00702,2022,260307.72,14665.69,31324.18,181057.96
F00702,2023,299541.68,50948.69,108002.66,205355.89
F00702,2024,410628.75,104705.81,226902.57,233907.63
F00702,2025,556044.18,81916.18,246693.77,223325.07
F00703,2021,4216586.93,1220880.25,2654752.18,2867031.23
F00703,2022,5423108.62,1448547.82,2809802.04,2572156.76
F00703,2023,5575068.21,424689.12,4381504.25,2360011.8
F00703,2024,6881726.39,842950.69,3724745.63,2568764.12
F00703,2025,11272602.25,2721246.64,5084086.82,3963179.09
F00704,2021,66472.65,15811.53,55120.09,31890.39
F00704,2022,64405.69,15718.65,56396.31,31313.65
F00704,2023,88247.63,8519.25,54472.28,27997.26
F00704,2024,87805.0,5739.3,55337.18,25005.82
F00704,2025,74562.69,16391.61,29257.61,34726.71
F00705,2021,370423.44,56078.39,176789.87,236000.03
F00705,2022,445227.92,101388.35,313315.43,274999.93
F00705,2023,381756.41,109552.32,97118.56,298215.02
F00705,2024,492875.45,32842.55,266964.32,217594.8
F00705,2025,871059.27,25997.84,149928.41,218580.22
F00706,2021,1120917.86,296252.54,709151.88,637116.67
F00706,2022,1365855.52,181581.1,492341.97,549739.1
F00706,2023,1745277.38,228256.91,938160.55,513766.85
F00706,2024,1901729.36,487013.62,324865.99,821574.09
F00706,2025,2583595.33,284895.59,2350819.47,571698.12
F00707,2021,211873.91,33137.92,153060.67,127733.62
F00707,2022,213526.43,33857.68,50241.52,139535.89
F00707,2023,169509.83,23043.93,44363.05,119792.06
F00707,2024,194753.81,35024.64,146813.4,133248.93
F00707,2025,373418.91,23932.1,94919.38,122530.56
F00708,2021,283338.69,75157.62,148932.17,247386.0
F00708,2022,300844.59,43915.56,228683.21,227181.77
F00708,2023,368797.45,38259.51,165548.82,211377.59
F00708,2024,184447.36,50665.33,46432.89,217159.89
F00708,2025,394306.51,75669.14,141805.07,219758.61
F00709,2021,6392690.79,1017743.38,678751.16,3187500.35
F00709,2022,6460823.52,1686456.08,4628985.76,3468935.49
F00709,2023,6109397.77,692191.95,1782127.79,3512882.04
F00709,2024,10726939.35,981823.37,4017337.2,3169241.97
F00709,2025,7202761.54,1401049.77,1454570.67,3374302.99
F00710,2021,155997.3,22849.8,128100.47,79514.83
F00710,2022,136628.09,17646.17,85051.18,75851.49
F00710,2023,163163.68,42520.46,50051.99,91643.11
F00710,2024,209909.92,10573.56,81308.38,69229.56
F00710,2025,146138.21,24841.16,55636.23,79154.76
F00711,2021,1392186.71,269782.49,790079.65,730577.52
F00711,2022,1256414.53,320216.81,785750.46,853444.35
F00711,2023,1414414.64,295380.11,522199.03,787729.37
F00711,2024,1424676.9,427108.39,1021746.33,746224.3
F00711,2025,1823888.04,371380.27,1025758.41,909257.84
F00712,2021,106302.27,4466.48,27773.51,91204.82
F00712,2022,105489.19,21986.74,64014.84,104116.91
F00712,2023,148474.24,29956.08,93955.47,105353.29
F00712,2024,158305.68,23235.57,37124.56,108121.61
F00712,2025,245158.57,59562.97,106209.26,124632.57
F00713,2021,996098.31,58422.83,212921.1,490680.59
F00713,2022,1027041.65,152174.82,328432.89,504239.96
F00713,2023,847738.29,133928.1,526864.83,551816.9
F00713,2024,1173458.44,90404.82,970727.37,495208.39
F00713,2025,383008.1,109344.04,120567.13,516283.45
F00714,2021,670167.63,16219.04,75938.85,398916.91
F00714,2022,645370.75,132593.47,468359.09,493543.32
F00714,2023,465860.22,68683.03,172007.72,460041.65
F00714,2024,585138.58,23554.26,72638.91,401805.01
F00714,2025,499335.32,25791.73,267485.58,415652.67
F00715,2021,973413.59,116142.89,775940.76,693613.26
F00715,2022,834286.68,101339.66,214868.18,692635.77
F00715,2023,670061.24,48835.52,498614.9,654932.34
F00715,2024,518161.71,114797.73,109139.3,698282.34
F00715,2025,460873.16,26028.54,359541.64,632431.61
F00716,2021,85802.16,21206.88,19413.15,49400.67
F00716,2022,87273.16,10562.93,76100.09,39615.51
F00716,2023,132628.18,14490.89,51307.31,45055.59
F00716,2024,97736.01,1755.37,51839.58,33759.14
F00716,2025,87939.55,25221.8,24851.33,41364.48
F00717,2021,1653012.56,186420.19,1075443.81,758825.98
F00717,2022,1460389.69,417481.71,180743.82,749825.26
F00717,2023,1499824.16,43696.98,573802.85,621212.5
F00717,2024,2100307.52,89877.52,1842291.47,673208.28
F00717,2025,1584906.9,373636.4,917175.42,757811.23
F00718,2021,194279.89,30636.53,114115.2,223278.54
F00718,2022,221937.81,9711.85,167171.75,208765.69
F00718,2023,233612.92,26871.48,130092.86,226879.8
F00718,2024,359172.61,36494.37,288837.4,234937.59
F00718,2025,266167.02,14800.37,98062.79,218284.09
F00719,2021,1531408.37,232725.14,1458245.98,650659.67
F00719,2022,1239467.61,260191.22,594573.78,692027.82
F00719,2023,1067464.96,157746.63,561188.22,645872.67
F00719,2024,1043551.71,173370.58,463087.91,634900.6
F00719,2025,1792350.59,184298.88,913744.51,643737.78
F00720,2021,1013962.14,178221.0,457714.62,752627.15
F00720,2022,1103565.54,210881.85,186677.84,675338.54
F00720,2023,663047.81,24752.87,594426.79,615457.81
