payment_id,loan_id,taksit_no,vade_tarihi,tutar_tl,odeme_durumu,gecikme_gun
P0116921,L003874,6,2023-08-03,8506.16,Zamanında Ödendi,0
P0116922,L003875,1,2020-03-19,1129.92,Zamanında Ödendi,0
P0116923,L003875,2,2020-04-18,1129.92,Zamanında Ödendi,0
P0116924,L003875,3,2020-05-18,1129.92,Zamanında Ödendi,0
P0116925,L003875,4,2020-06-17,1129.92,Zamanında Ödendi,0
P0116926,L003875,5,2020-07-17,1129.92,Zamanında Ödendi,0
P0116927,L003875,6,2020-08-16,1129.92,Zamanında Ödendi,0
P0116928,L003875,7,2020-09-15,1129.92,Zamanında Ödendi,0
P0116929,L003875,8,2020-10-15,1129.92,Zamanında Ödendi,0
P0116930,L003875,9,2020-11-14,1129.92,Zamanında Ödendi,0
P0116931,L003875,10,2020-12-14,1129.92,Zamanında Ödendi,0
P0116932,L003875,11,2021-01-13,1129.92,Zamanında Ödendi,0
P0116933,L003875,12,2021-02-12,1129.92,Zamanında Ödendi,0
P0116934,L003875,13,2021-03-14,1129.92,Zamanında Ödendi,0
P0116935,L003875,14,2021-04-13,1129.92,Zamanında Ödendi,0
P0116936,L003875,15,2021-05-13,1129.92,Zamanında Ödendi,0
P0116937,L003875,16,2021-06-12,1129.92,Zamanında Ödendi,0
P0116938,L003875,17,2021-07-12,1129.92,Zamanında Ödendi,0
P0116939,L003875,18,2021-08-11,1129.92,Zamanında Ödendi,0
P0116940,L003875,19,2021-09-10,1129.92,Zamanında Ödendi,0
P0116941,L003875,20,2021-10-10,1129.92,Zamanında Ödendi,0
P0116942,L003875,21,2021-11-09,1129.92,Zamanında Ödendi,0
P0116943,L003875,22,2021-12-09,1129.92,Zamanında Ödendi,0
P0116944,L003875,23,2022-01-08,1129.92,Zamanında Ödendi,0
P0116945,L003875,24,2022-02-07,1129.92,Zamanında Ödendi,0
P0116946,L003875,25,2022-03-09,1129.92,Zamanında Ödendi,0
P0116947,L003875,26,2022-04-08,1129.92,Zamanında Ödendi,0
P0116948,L003875,27,2022-05-08,1129.92,Zamanında Ödendi,0
P0116949,L003875,28,2022-06-07,1129.92,Zamanında Ödendi,0
P0116950,L003875,29,2022-07-07,1129.92,Zamanında Ödendi,0
P0116951,L003875,30,2022-08-06,1129.92,Zamanında Ödendi,0
P0116952,L003875,31,2022-09-05,1129.92,Zamanında Ödendi,0
P0116953,L003875,32,2022-10-05,1129.92,Zamanında Ödendi,0
P0116954,L003875,33,2022-11-04,1129.92,Zamanında Ödendi,0
P0116955,L003875,34,2022-12-04,1129.92,Zamanında Ödendi,0
P0116956,L003875,35,2023-01-03,1129.92,Zamanında Ödendi,0
P0116957,L003875,36,2023-02-02,1129.92,Zamanında Ödendi,0
P0116958,L003876,1,2022-02-19,324.26,Zamanında Ödendi,0
P0116959,L003876,2,2022-03-21,324.26,Zamanında Ödendi,0
P0116960,L003876,3,2022-04-20,324.26,Zamanında Ödendi,0
P0116961,L003876,4,2022-05-20,324.26,Zamanında Ödendi,0
P0116962,L003876,5,2022-06-19,324.26,Zamanında Ödendi,0
P0116963,L003876,6,2022-07-19,324.26,Zamanında Ödendi,0
P0116964,L003876,7,2022-08-18,324.26,Zamanında Ödendi,0
P0116965,L003876,8,2022-09-17,324.26,Zamanında Ödendi,0
P0116966,L003876,9,2022-10-17,324.26,Zamanında Ödendi,0
P0116967,L003876,10,2022-11-16,324.26,Zamanında Ödendi,0
P0116968,L003876,11,2022-12-16,324.26,Zamanında Ödendi,0
P0116969,L003876,12,2023-01-15,324.26,Zamanında Ödendi,0
P0116970,L003876,13,2023-02-14,324.26,Zamanında Ödendi,0
P0116971,L003876,14,2023-03-16,324.26,Zamanında Ödendi,0
P0116972,L003876,15,2023-04-15,324.26,Zamanında Ödendi,0
P0116973,L003876,16,2023-05-15,324.26,Zamanında Ödendi,0
P0116974,L003876,17,2023-06-14,324.26,Zamanında Ödendi,0
P0116975,L003876,18,2023-07-14,324.26,Zamanında Ödendi,0
P0116976,L003876,19,2023-08-13,324.26,Zamanında Ödendi,0
P0116977,L003876,20,2023-09-12,324.26,Zamanında Ödendi,0
P0116978,L003876,21,2023-10-12,324.26,Zamanında Ödendi,0
P0116979,L003876,22,2023-11-11,324.26,Zamanında Ödendi,0
P0116980,L003876,23,2023-12-11,324.26,Zamanında Ödendi,0
P0116981,L003876,24,2024-01-10,324.26,Zamanında Ödendi,0
P0116982,L003876,25,2024-02-09,324.26,Zamanında Ödendi,0
P0116983,L003876,26,2024-03-10,324.26,Zamanında Ödendi,0
P0116984,L003876,27,2024-04-09,324.26,Zamanında Ödendi,0
P0116985,L003876,28,2024-05-09,324.26,Zamanında Ödendi,0
P0116986,L003876,29,2024-06-08,324.26,Zamanında Ödendi,0
P0116987,L003876,30,2024-07-08,324.26,Zamanında Ödendi,0
P0116988,L003876,31,2024-08-07,324.26,Zamanında Ödendi,0
P0116989,L003876,32,2024-09-06,324.26,Zamanında Ödendi,0
P0116990,L003876,33,2024-10-06,324.26,Zamanında Ödendi,0
P0116991,L003876,34,2024-11-05,324.26,Zamanında Ödendi,0
P0116992,L003876,35,2024-12-05,324.26,Zamanında Ödendi,0
P0116993,L003876,36,2025-01-04,324.26,Zamanında Ödendi,0
P0116994,L003876,37,2025-02-03,324.26,Zamanında Ödendi,0
P0116995,L003876,38,2025-03-05,324.26,Zamanında Ödendi,0
P0116996,L003876,39,2025-04-04,324.26,Zamanında Ödendi,0
P0116997,L003876,40,2025-05-04,324.26,Zamanında Ödendi,0
P0116998,L003876,41,2025-06-03,324.26,Zamanında Ödendi,0
P0116999,L003876,42,2025-07-03,324.26,Zamanında Ödendi,0
P0117000,L003876,43,2025-08-02,324.26,Zamanında Ödendi,0
P0117001,L003876,44,2025-09-01,324.26,Zamanında Ödendi,0
P0117002,L003876,45,2025-10-01,324.26,Zamanında Ödendi,0
P0117003,L003876,46,2025-10-31,324.26,Zamanında Ödendi,0
P0117004,L003876,47,2025-11-30,324.26,Zamanında Ödendi,0
P0117005,L003876,48,2025-12-30,324.26,Zamanında Ödendi,0
P0117006,L003877,1,2023-10-21,173.24,Zamanında Ödendi,0
P0117007,L003877,2,2023-11-20,173.24,Gecikmeli Ödendi,19
P0117008,L003877,3,2023-12-20,173.24,Zamanında Ödendi,0
P0117009,L003877,4,2024-01-19,173.24,Zamanında Ödendi,0
P0117010,L003877,5,2024-02-18,173.24,Zamanında Ödendi,0
P0117011,L003877,6,2024-03-19,173.24,Zamanında Ödendi,0
P0117012,L003877,7,2024-04-18,173.24,Zamanında Ödendi,0
P0117013,L003877,8,2024-05-18,173.24,Zamanında Ödendi,0
P0117014,L003877,9,2024-06-17,173.24,Zamanında Ödendi,0
P0117015,L003877,10,2024-07-17,173.24,Zamanında Ödendi,0
P0117016,L003877,11,2024-08-16,173.24,Zamanında Ödendi,0
P0117017,L003877,12,2024-09-15,173.24,Zamanında Ödendi,0
P0117018,L003877,13,2024-10-15,173.24,Zamanında Ödendi,0
P0117019,L003877,14,2024-11-14,173.24,Zamanında Ödendi,0
P0117020,L003877,15,2024-12-14,173.24,Zamanında Ödendi,0
P0117021,L003877,16,2025-01-13,173.24,Zamanında Ödendi,0
P0117022,L003877,17,2025-02-12,173.24,Zamanında Ödendi,0
P0117023,L003877,18,2025-03-14,173.24,Zamanında Ödendi,0
P0117024,L003877,19,2025-04-13,173.24,Zamanında Ödendi,0
P0117025,L003877,20,2025-05-13,173.24,Zamanında Ödendi,0
P0117026,L003877,21,2025-06-12,173.24,Zamanında Ödendi,0
P0117027,L003877,22,2025-07-12,173.24,Zamanında Ödendi,0
P0117028,L003877,23,2025-08-11,173.24,Zamanında Ödendi,0
P0117029,L003877,24,2025-09-10,173.24,Zamanında Ödendi,0
P0117030,L003877,25,2025-10-10,173.24,Zamanında Ödendi,0
P0117031,L003877,26,2025-11-09,173.24,Zamanında Ödendi,0
P0117032,L003877,27,2025-12-09,173.24,Gecikmeli Ödendi,1
P0117033,L003877,28,2026-01-08,173.24,Zamanında Ödendi,0
P0117034,L003877,29,2026-02-07,173.24,Zamanında Ödendi,0
P0117035,L003877,30,2026-03-09,173.24,Zamanında Ödendi,0
P0117036,L003877,31,2026-04-08,173.24,Gecikmeli Ödendi,30
P0117037,L003877,32,2026-05-08,173.24,Zamanında Ödendi,0
P0117038,L003877,33,2026-06-07,173.24,Zamanında Ödendi,0
P0117039,L003877,34,2026-07-07,173.24,Zamanında Ödendi,0
P0117040,L003877,35,2026-08-06,173.24,Zamanında Ödendi,0
P0117041,L003878,1,2019-04-26,6733.51,Zamanında Ödendi,0
P0117042,L003878,2,2019-05-26,6733.51,Zamanında Ödendi,0
P0117043,L003878,3,2019-06-25,6733.51,Gecikmeli Ödendi,6
P0117044,L003878,4,2019-07-25,6733.51,Zamanında Ödendi,0
P0117045,L003878,5,2019-08-24,6733.51,Zamanında Ödendi,0
P0117046,L003878,6,2019-09-23,6733.51,Zamanında Ödendi,0
P0117047,L003878,7,2019-10-23,6733.51,Zamanında Ödendi,0
P0117048,L003878,8,2019-11-22,6733.51,Zamanında Ödendi,0
P0117049,L003878,9,2019-12-22,6733.51,Zamanında Ödendi,0
P0117050,L003878,10,2020-01-21,6733.51,Zamanında Ödendi,0
P0117051,L003878,11,2020-02-20,6733.51,Zamanında Ödendi,0
P0117052,L003878,12,2020-03-21,6733.51,Zamanında Ödendi,0
P0117053,L003879,1,2025-05-07,1975.3,Zamanında Ödendi,0
P0117054,L003879,2,2025-06-06,1975.3,Zamanında Ödendi,0
P0117055,L003879,3,2025-07-06,1975.3,Gecikmeli Ödendi,5
P0117056,L003879,4,2025-08-05,1975.3,Zamanında Ödendi,0
P0117057,L003879,5,2025-09-04,1975.3,Zamanında Ödendi,0
P0117058,L003879,6,2025-10-04,1975.3,Zamanında Ödendi,0
P0117059,L003879,7,2025-11-03,1975.3,Zamanında Ödendi,0
P0117060,L003879,8,2025-12-03,1975.3,Zamanında Ödendi,0
P0117061,L003879,9,2026-01-02,1975.3,Zamanında Ödendi,0
P0117062,L003879,10,2026-02-01,1975.3,Zamanında Ödendi,0
P0117063,L003879,11,2026-03-03,1975.3,Zamanında Ödendi,0
P0117064,L003879,12,2026-04-02,1975.3,Zamanında Ödendi,0
P0117065,L003879,13,2026-05-02,1975.3,Zamanında Ödendi,0
P0117066,L003879,14,2026-06-01,1975.3,Zamanında Ödendi,0
P0117067,L003879,15,2026-07-01,1975.3,Zamanında Ödendi,0
P0117068,L003879,16,2026-07-31,1975.3,Zamanında Ödendi,0
P0117069,L003880,1,2019-11-07,826.84,Zamanında Ödendi,0
P0117070,L003880,2,2019-12-07,826.84,Zamanında Ödendi,0
P0117071,L003880,3,2020-01-06,826.84,Zamanında Ödendi,0
P0117072,L003880,4,2020-02-05,826.84,Zamanında Ödendi,0
P0117073,L003880,5,2020-03-06,826.84,Zamanında Ödendi,0
P0117074,L003880,6,2020-04-05,826.84,Zamanında Ödendi,0
P0117075,L003880,7,2020-05-05,826.84,Zamanında Ödendi,0
P0117076,L003880,8,2020-06-04,826.84,Zamanında Ödendi,0
P0117077,L003880,9,2020-07-04,826.84,Zamanında Ödendi,0
P0117078,L003880,10,2020-08-03,826.84,Zamanında Ödendi,0
P0117079,L003880,11,2020-09-02,826.84,Zamanında Ödendi,0
P0117080,L003880,12,2020-10-02,826.84,Zamanında Ödendi,0
P0117081,L003880,13,2020-11-01,826.84,Zamanında Ödendi,0
P0117082,L003880,14,2020-12-01,826.84,Zamanında Ödendi,0
P0117083,L003880,15,2020-12-31,826.84,Zamanında Ödendi,0
P0117084,L003880,16,2021-01-30,826.84,Zamanında Ödendi,0
P0117085,L003880,17,2021-03-01,826.84,Zamanında Ödendi,0
P0117086,L003880,18,2021-03-31,826.84,Zamanında Ödendi,0
P0117087,L003880,19,2021-04-30,826.84,Zamanında Ödendi,0
P0117088,L003880,20,2021-05-30,826.84,Zamanında Ödendi,0
P0117089,L003880,21,2021-06-29,826.84,Zamanında Ödendi,0
P0117090,L003880,22,2021-07-29,826.84,Zamanında Ödendi,0
P0117091,L003880,23,2021-08-28,826.84,Zamanında Ödendi,0
P0117092,L003880,24,2021-09-27,826.84,Zamanında Ödendi,0
P0117093,L003881,1,2019-07-10,1802.29,Zamanında Ödendi,0
P0117094,L003881,2,2019-08-09,1802.29,Zamanında Ödendi,0
P0117095,L003881,3,2019-09-08,1802.29,Zamanında Ödendi,0
P0117096,L003881,4,2019-10-08,1802.29,Zamanında Ödendi,0
P0117097,L003881,5,2019-11-07,1802.29,Zamanında Ödendi,0
P0117098,L003881,6,2019-12-07,1802.29,Zamanında Ödendi,0
P0117099,L003881,7,2020-01-06,1802.29,Zamanında Ödendi,0
P0117100,L003881,8,2020-02-05,1802.29,Zamanında Ödendi,0
P0117101,L003881,9,2020-03-06,1802.29,Zamanında Ödendi,0
P0117102,L003881,10,2020-04-05,1802.29,Zamanında Ödendi,0
P0117103,L003881,11,2020-05-05,1802.29,Zamanında Ödendi,0
P0117104,L003881,12,2020-06-04,1802.29,Zamanında Ödendi,0
P0117105,L003882,1,2023-09-26,8492.69,Zamanında Ödendi,0
P0117106,L003882,2,2023-10-26,8492.69,Gecikmeli Ödendi,14
P0117107,L003882,3,2023-11-25,8492.69,Zamanında Ödendi,0
P0117108,L003882,4,2023-12-25,8492.69,Zamanında Ödendi,0
P0117109,L003882,5,2024-01-24,8492.69,Zamanında Ödendi,0
P0117110,L003882,6,2024-02-23,8492.69,Zamanında Ödendi,0
P0117111,L003883,1,2024-11-08,174.79,Zamanında Ödendi,0
P0117112,L003883,2,2024-12-08,174.79,Zamanında Ödendi,0
P0117113,L003883,3,2025-01-07,174.79,Gecikmeli Ödendi,12
P0117114,L003883,4,2025-02-06,174.79,Zamanında Ödendi,0
P0117115,L003883,5,2025-03-08,174.79,Zamanında Ödendi,0
P0117116,L003883,6,2025-04-07,174.79,Zamanında Ödendi,0
P0117117,L003883,7,2025-05-07,174.79,Zamanında Ödendi,0
P0117118,L003883,8,2025-06-06,174.79,Gecikmeli Ödendi,11
P0117119,L003883,9,2025-07-06,174.79,Zamanında Ödendi,0
P0117120,L003883,10,2025-08-05,174.79,Zamanında Ödendi,0
P0117121,L003883,11,2025-09-04,174.79,Zamanında Ödendi,0
P0117122,L003883,12,2025-10-04,174.79,Zamanında Ödendi,0
P0117123,L003883,13,2025-11-03,174.79,Zamanında Ödendi,0
P0117124,L003883,14,2025-12-03,174.79,Zamanında Ödendi,0
P0117125,L003883,15,2026-01-02,174.79,Zamanında Ödendi,0
P0117126,L003883,16,2026-02-01,174.79,Zamanında Ödendi,0
P0117127,L003883,17,2026-03-03,174.79,Zamanında Ödendi,0
P0117128,L003883,18,2026-04-02,174.79,Zamanında Ödendi,0
P0117129,L003883,19,2026-05-02,174.79,Gecikmeli Ödendi,4
P0117130,L003883,20,2026-06-01,174.79,Zamanında Ödendi,0
P0117131,L003883,21,2026-07-01,174.79,Zamanında Ödendi,0
P0117132,L003883,22,2026-07-31,174.79,Zamanında Ödendi,0
P0117133,L003884,1,2022-03-29,11568.77,Zamanında Ödendi,0
P0117134,L003884,2,2022-04-28,11568.77,Zamanında Ödendi,0
P0117135,L003884,3,2022-05-28,11568.77,Zamanında Ödendi,0
P0117136,L003884,4,2022-06-27,11568.77,Zamanında Ödendi,0
P0117137,L003884,5,2022-07-27,11568.77,Zamanında Ödendi,0
P0117138,L003884,6,2022-08-26,11568.77,Zamanında Ödendi,0
P0117139,L003885,1,2025-08-09,6040.17,Zamanında Ödendi,0
P0117140,L003885,2,2025-09-08,6040.17,Zamanında Ödendi,0
P0117141,L003885,3,2025-10-08,6040.17,Zamanında Ödendi,0
P0117142,L003885,4,2025-11-07,6040.17,Zamanında Ödendi,0
P0117143,L003885,5,2025-12-07,6040.17,Zamanında Ödendi,0
P0117144,L003885,6,2026-01-06,6040.17,Zamanında Ödendi,0
P0117145,L003886,1,2023-11-13,821.27,Zamanında Ödendi,0
P0117146,L003886,2,2023-12-13,821.27,Zamanında Ödendi,0
P0117147,L003886,3,2024-01-12,821.27,Zamanında Ödendi,0
P0117148,L003886,4,2024-02-11,821.27,Zamanında Ödendi,0
P0117149,L003886,5,2024-03-12,821.27,Gecikmeli Ödendi,48
P0117150,L003886,6,2024-04-11,821.27,Zamanında Ödendi,0
P0117151,L003886,7,2024-05-11,821.27,Zamanında Ödendi,0
P0117152,L003886,8,2024-06-10,821.27,Zamanında Ödendi,0
P0117153,L003886,9,2024-07-10,821.27,Zamanında Ödendi,0
P0117154,L003886,10,2024-08-09,821.27,Zamanında Ödendi,0
P0117155,L003886,11,2024-09-08,821.27,Zamanında Ödendi,0
P0117156,L003886,12,2024-10-08,821.27,Gecikmeli Ödendi,44
P0117157,L003886,13,2024-11-07,821.27,Zamanında Ödendi,0
P0117158,L003886,14,2024-12-07,821.27,Gecikmeli Ödendi,0
P0117159,L003886,15,2025-01-06,821.27,Zamanında Ödendi,0
P0117160,L003886,16,2025-02-05,821.27,Gecikmeli Ödendi,6
P0117161,L003886,17,2025-03-07,821.27,Zamanında Ödendi,0
P0117162,L003886,18,2025-04-06,821.27,Zamanında Ödendi,0
P0117163,L003886,19,2025-05-06,821.27,Zamanında Ödendi,0
P0117164,L003886,20,2025-06-05,821.27,Zamanında Ödendi,0
P0117165,L003886,21,2025-07-05,821.27,Zamanında Ödendi,0
P0117166,L003886,22,2025-08-04,821.27,Zamanında Ödendi,0
P0117167,L003886,23,2025-09-03,821.27,Zamanında Ödendi,0
P0117168,L003886,24,2025-10-03,821.27,Zamanında Ödendi,0
P0117169,L003886,25,2025-11-02,821.27,Zamanında Ödendi,0
P0117170,L003886,26,2025-12-02,821.27,Gecikmeli Ödendi,0
P0117171,L003886,27,2026-01-01,821.27,Zamanında Ödendi,0
P0117172,L003886,28,2026-01-31,821.27,Zamanında Ödendi,0
P0117173,L003886,29,2026-03-02,821.27,Zamanında Ödendi,0
P0117174,L003886,30,2026-04-01,821.27,Gecikmeli Ödendi,28
P0117175,L003886,31,2026-05-01,821.27,Gecikmeli Ödendi,32
P0117176,L003886,32,2026-05-31,821.27,Zamanında Ödendi,0
P0117177,L003886,33,2026-06-30,821.27,Gecikmeli Ödendi,10
P0117178,L003886,34,2026-07-30,821.27,Zamanında Ödendi,0
P0117179,L003887,1,2019-06-15,5660.52,Zamanında Ödendi,0
P0117180,L003887,2,2019-07-15,5660.52,Zamanında Ödendi,0
P0117181,L003887,3,2019-08-14,5660.52,Zamanında Ödendi,0
P0117182,L003887,4,2019-09-13,5660.52,Zamanında Ödendi,0
P0117183,L003887,5,2019-10-13,5660.52,Zamanında Ödendi,0
P0117184,L003887,6,2019-11-12,5660.52,Zamanında Ödendi,0
P0117185,L003887,7,2019-12-12,5660.52,Zamanında Ödendi,0
P0117186,L003887,8,2020-01-11,5660.52,Zamanında Ödendi,0
P0117187,L003887,9,2020-02-10,5660.52,Zamanında Ödendi,0
P0117188,L003887,10,2020-03-11,5660.52,Zamanında Ödendi,0
P0117189,L003887,11,2020-04-10,5660.52,Zamanında Ödendi,0
P0117190,L003887,12,2020-05-10,5660.52,Zamanında Ödendi,0
P0117191,L003888,1,2019-12-11,519.41,Zamanında Ödendi,0
P0117192,L003888,2,2020-01-10,519.41,Zamanında Ödendi,0
P0117193,L003888,3,2020-02-09,519.41,Zamanında Ödendi,0
P0117194,L003888,4,2020-03-10,519.41,Zamanında Ödendi,0
P0117195,L003888,5,2020-04-09,519.41,Zamanında Ödendi,0
P0117196,L003888,6,2020-05-09,519.41,Zamanında Ödendi,0
P0117197,L003888,7,2020-06-08,519.41,Zamanında Ödendi,0
P0117198,L003888,8,2020-07-08,519.41,Zamanında Ödendi,0
P0117199,L003888,9,2020-08-07,519.41,Zamanında Ödendi,0
P0117200,L003888,10,2020-09-06,519.41,Zamanında Ödendi,0
P0117201,L003888,11,2020-10-06,519.41,Zamanında Ödendi,0
P0117202,L003888,12,2020-11-05,519.41,Zamanında Ödendi,0
P0117203,L003888,13,2020-12-05,519.41,Zamanında Ödendi,0
P0117204,L003888,14,2021-01-04,519.41,Zamanında Ödendi,0
P0117205,L003888,15,2021-02-03,519.41,Zamanında Ödendi,0
P0117206,L003888,16,2021-03-05,519.41,Zamanında Ödendi,0
P0117207,L003888,17,2021-04-04,519.41,Zamanında Ödendi,0
P0117208,L003888,18,2021-05-04,519.41,Zamanında Ödendi,0
P0117209,L003888,19,2021-06-03,519.41,Zamanında Ödendi,0
P0117210,L003888,20,2021-07-03,519.41,Zamanında Ödendi,0
P0117211,L003888,21,2021-08-02,519.41,Zamanında Ödendi,0
P0117212,L003888,22,2021-09-01,519.41,Zamanında Ödendi,0
P0117213,L003888,23,2021-10-01,519.41,Zamanında Ödendi,0
P0117214,L003888,24,2021-10-31,519.41,Zamanında Ödendi,0
P0117215,L003888,25,2021-11-30,519.41,Zamanında Ödendi,0
P0117216,L003888,26,2021-12-30,519.41,Zamanında Ödendi,0
P0117217,L003888,27,2022-01-29,519.41,Zamanında Ödendi,0
P0117218,L003888,28,2022-02-28,519.41,Zamanında Ödendi,0
P0117219,L003888,29,2022-03-30,519.41,Zamanında Ödendi,0
P0117220,L003888,30,2022-04-29,519.41,Zamanında Ödendi,0
P0117221,L003888,31,2022-05-29,519.41,Zamanında Ödendi,0
P0117222,L003888,32,2022-06-28,519.41,Zamanında Ödendi,0
P0117223,L003888,33,2022-07-28,519.41,Zamanında Ödendi,0
P0117224,L003888,34,2022-08-27,519.41,Zamanında Ödendi,0
P0117225,L003888,35,2022-09-26,519.41,Zamanında Ödendi,0
P0117226,L003888,36,2022-10-26,519.41,Zamanında Ödendi,0
P0117227,L003889,1,2020-08-24,486.88,Zamanında Ödendi,0
P0117228,L003889,2,2020-09-23,486.88,Zamanında Ödendi,0
P0117229,L003889,3,2020-10-23,486.88,Zamanında Ödendi,0
P0117230,L003889,4,2020-11-22,486.88,Zamanında Ödendi,0
P0117231,L003889,5,2020-12-22,486.88,Zamanında Ödendi,0
P0117232,L003889,6,2021-01-21,486.88,Zamanında Ödendi,0
P0117233,L003889,7,2021-02-20,486.88,Zamanında Ödendi,0
P0117234,L003889,8,2021-03-22,486.88,Zamanında Ödendi,0
P0117235,L003889,9,2021-04-21,486.88,Zamanında Ödendi,0
P0117236,L003889,10,2021-05-21,486.88,Zamanında Ödendi,0
P0117237,L003889,11,2021-06-20,486.88,Zamanında Ödendi,0
P0117238,L003889,12,2021-07-20,486.88,Zamanında Ödendi,0
P0117239,L003889,13,2021-08-19,486.88,Zamanında Ödendi,0
P0117240,L003889,14,2021-09-18,486.88,Zamanında Ödendi,0
P0117241,L003889,15,2021-10-18,486.88,Zamanında Ödendi,0
P0117242,L003889,16,2021-11-17,486.88,Zamanında Ödendi,0
P0117243,L003889,17,2021-12-17,486.88,Zamanında Ödendi,0
P0117244,L003889,18,2022-01-16,486.88,Zamanında Ödendi,0
P0117245,L003889,19,2022-02-15,486.88,Zamanında Ödendi,0
P0117246,L003889,20,2022-03-17,486.88,Zamanında Ödendi,0
P0117247,L003889,21,2022-04-16,486.88,Zamanında Ödendi,0
P0117248,L003889,22,2022-05-16,486.88,Zamanında Ödendi,0
P0117249,L003889,23,2022-06-15,486.88,Zamanında Ödendi,0
P0117250,L003889,24,2022-07-15,486.88,Zamanında Ödendi,0
P0117251,L003889,25,2022-08-14,486.88,Zamanında Ödendi,0
P0117252,L003889,26,2022-09-13,486.88,Zamanında Ödendi,0
P0117253,L003889,27,2022-10-13,486.88,Zamanında Ödendi,0
P0117254,L003889,28,2022-11-12,486.88,Zamanında Ödendi,0
P0117255,L003889,29,2022-12-12,486.88,Gecikmeli Ödendi,27
P0117256,L003889,30,2023-01-11,486.88,Zamanında Ödendi,0
P0117257,L003889,31,2023-02-10,486.88,Zamanında Ödendi,0
P0117258,L003889,32,2023-03-12,486.88,Zamanında Ödendi,0
P0117259,L003889,33,2023-04-11,486.88,Gecikmeli Ödendi,18
P0117260,L003889,34,2023-05-11,486.88,Zamanında Ödendi,0
P0117261,L003889,35,2023-06-10,486.88,Zamanında Ödendi,0
P0117262,L003889,36,2023-07-10,486.88,Zamanında Ödendi,0
P0117263,L003889,37,2023-08-09,486.88,Zamanında Ödendi,0
P0117264,L003889,38,2023-09-08,486.88,Zamanında Ödendi,0
P0117265,L003889,39,2023-10-08,486.88,Zamanında Ödendi,0
P0117266,L003889,40,2023-11-07,486.88,Zamanında Ödendi,0
P0117267,L003889,41,2023-12-07,486.88,Zamanında Ödendi,0
P0117268,L003889,42,2024-01-06,486.88,Zamanında Ödendi,0
P0117269,L003889,43,2024-02-05,486.88,Zamanında Ödendi,0
P0117270,L003889,44,2024-03-06,486.88,Zamanında Ödendi,0
P0117271,L003889,45,2024-04-05,486.88,Zamanında Ödendi,0
P0117272,L003889,46,2024-05-05,486.88,Zamanında Ödendi,0
P0117273,L003889,47,2024-06-04,486.88,Zamanında Ödendi,0
P0117274,L003889,48,2024-07-04,486.88,Zamanında Ödendi,0
P0117275,L003890,1,2020-12-04,7016.77,Zamanında Ödendi,0
P0117276,L003890,2,2021-01-03,7016.77,Zamanında Ödendi,0
P0117277,L003890,3,2021-02-02,7016.77,Zamanında Ödendi,0
P0117278,L003890,4,2021-03-04,7016.77,Zamanında Ödendi,0
P0117279,L003890,5,2021-04-03,7016.77,Zamanında Ödendi,0
P0117280,L003890,6,2021-05-03,7016.77,Zamanında Ödendi,0
P0117281,L003890,7,2021-06-02,7016.77,Zamanında Ödendi,0
P0117282,L003890,8,2021-07-02,7016.77,Gecikmeli Ödendi,10
P0117283,L003890,9,2021-08-01,7016.77,Zamanında Ödendi,0
P0117284,L003890,10,2021-08-31,7016.77,Gecikmeli Ödendi,6
P0117285,L003890,11,2021-09-30,7016.77,Zamanında Ödendi,0
P0117286,L003890,12,2021-10-30,7016.77,Zamanında Ödendi,0
P0117287,L003890,13,2021-11-29,7016.77,Zamanında Ödendi,0
P0117288,L003890,14,2021-12-29,7016.77,Zamanında Ödendi,0
P0117289,L003890,15,2022-01-28,7016.77,Zamanında Ödendi,0
P0117290,L003890,16,2022-02-27,7016.77,Gecikmeli Ödendi,4
P0117291,L003890,17,2022-03-29,7016.77,Zamanında Ödendi,0
P0117292,L003890,18,2022-04-28,7016.77,Zamanında Ödendi,0
P0117293,L003890,19,2022-05-28,7016.77,Zamanında Ödendi,0
P0117294,L003890,20,2022-06-27,7016.77,Zamanında Ödendi,0
P0117295,L003890,21,2022-07-27,7016.77,Zamanında Ödendi,0
P0117296,L003890,22,2022-08-26,7016.77,Zamanında Ödendi,0
P0117297,L003890,23,2022-09-25,7016.77,Zamanında Ödendi,0
P0117298,L003890,24,2022-10-25,7016.77,Zamanında Ödendi,0
P0117299,L003890,25,2022-11-24,7016.77,Zamanında Ödendi,0
P0117300,L003890,26,2022-12-24,7016.77,Zamanında Ödendi,0
P0117301,L003890,27,2023-01-23,7016.77,Zamanında Ödendi,0
P0117302,L003890,28,2023-02-22,7016.77,Zamanında Ödendi,0
P0117303,L003890,29,2023-03-24,7016.77,Zamanında Ödendi,0
P0117304,L003890,30,2023-04-23,7016.77,Zamanında Ödendi,0
P0117305,L003890,31,2023-05-23,7016.77,Zamanında Ödendi,0
P0117306,L003890,32,2023-06-22,7016.77,Zamanında Ödendi,0
P0117307,L003890,33,2023-07-22,7016.77,Zamanında Ödendi,0
P0117308,L003890,34,2023-08-21,7016.77,Zamanında Ödendi,0
P0117309,L003890,35,2023-09-20,7016.77,Gecikmeli Ödendi,4
P0117310,L003890,36,2023-10-20,7016.77,Zamanında Ödendi,0
P0117311,L003891,1,2026-04-20,1392.24,Zamanında Ödendi,0
P0117312,L003891,2,2026-05-20,1392.24,Gecikmeli Ödendi,12
P0117313,L003891,3,2026-06-19,1392.24,Zamanında Ödendi,0
